geoid,total_pop,median_income,state,county,tract,name,b01003_001_moe,b19013_001_moe
06037204600,4135,45357,06,037,204600,"Los Angeles County, California",773.0,13800.0
06037204700,4847,69861,06,037,204700,"Los Angeles County, California",702.0,8852.0
06037204810,4929,53988,06,037,204810,"Los Angeles County, California",870.0,6912.0
06037204820,2222,61176,06,037,204820,"Los Angeles County, California",360.0,22332.0
06037204910,3065,47017,06,037,204910,"Los Angeles County, California",611.0,4009.0
06037204920,2623,67083,06,037,204920,"Los Angeles County, California",369.0,17739.0
06037205110,3447,51389,06,037,205110,"Los Angeles County, California",483.0,7164.0
06037205120,3630,29946,06,037,205120,"Los Angeles County, California",620.0,6970.0
06037206010,3729,57653,06,037,206010,"Los Angeles County, California",589.0,30350.0
06037206020,8994,118438,06,037,206020,"Los Angeles County, California",361.0,29818.0
06037206050,2317,47431,06,037,206050,"Los Angeles County, California",550.0,17968.0
06037206051,1325,128000,06,037,206051,"Los Angeles County, California",365.0,75960.0
06037206052,3150,103519,06,037,206052,"Los Angeles County, California",564.0,30308.0
06037206053,3007,36833,06,037,206053,"Los Angeles County, California",413.0,19097.0
06037206054,2455,41852,06,037,206054,"Los Angeles County, California",396.0,29302.0
06037206201,2203,46250,06,037,206201,"Los Angeles County, California",438.0,14854.0
06037206202,1915,22353,06,037,206202,"Los Angeles County, California",240.0,8561.0
06037206301,2133,13738,06,037,206301,"Los Angeles County, California",321.0,1198.0
06037206302,2271,9417,06,037,206302,"Los Angeles County, California",234.0,5694.0
06037206303,2757,11359,06,037,206303,"Los Angeles County, California",216.0,6533.0
06037207101,3864,57755,06,037,207101,"Los Angeles County, California",698.0,20657.0
06037207102,3198,,06,037,207102,"Los Angeles County, California",440.0,
06037207103,2055,41667,06,037,207103,"Los Angeles County, California",240.0,23239.0
06037207303,2387,30867,06,037,207303,"Los Angeles County, California",420.0,12644.0
06037207304,2251,12443,06,037,207304,"Los Angeles County, California",540.0,1902.0
06037207305,796,67188,06,037,207305,"Los Angeles County, California",163.0,48445.0
06037207306,1947,45321,06,037,207306,"Los Angeles County, California",267.0,17915.0
06037207307,1403,14940,06,037,207307,"Los Angeles County, California",282.0,9597.0
06037207308,1268,97188,06,037,207308,"Los Angeles County, California",273.0,18914.0
06037207400,2091,59703,06,037,207400,"Los Angeles County, California",509.0,36339.0
06037207501,1995,99321,06,037,207501,"Los Angeles County, California",290.0,33609.0
06037207502,3652,19328,06,037,207502,"Los Angeles County, California",490.0,5503.0
06037207711,2189,165379,06,037,207711,"Los Angeles County, California",268.0,51034.0
06037207712,4388,85886,06,037,207712,"Los Angeles County, California",706.0,21635.0
06037207901,3227,83828,06,037,207901,"Los Angeles County, California",481.0,35485.0
06037207902,7214,112796,06,037,207902,"Los Angeles County, California",862.0,18610.0
06037208001,2452,85435,06,037,208001,"Los Angeles County, California",380.0,23064.0
06037208002,4147,47151,06,037,208002,"Los Angeles County, California",1007.0,18726.0
06037208301,1904,41719,06,037,208301,"Los Angeles County, California",312.0,12331.0
06037208302,4881,56106,06,037,208302,"Los Angeles County, California",689.0,16739.0
06037208401,4092,49900,06,037,208401,"Los Angeles County, California",611.0,12201.0
06037208402,2719,70500,06,037,208402,"Los Angeles County, California",476.0,16828.0
06037208501,2577,75694,06,037,208501,"Los Angeles County, California",415.0,10861.0
06037208502,4208,47654,06,037,208502,"Los Angeles County, California",556.0,8054.0
06037208610,4274,73598,06,037,208610,"Los Angeles County, California",622.0,11149.0
06037208620,3930,74046,06,037,208620,"Los Angeles County, California",498.0,11115.0
06037208710,4757,61754,06,037,208710,"Los Angeles County, California",773.0,4328.0
06037208720,3917,39085,06,037,208720,"Los Angeles County, California",535.0,13682.0
06037208801,3397,45097,06,037,208801,"Los Angeles County, California",559.0,8525.0
06037208802,2792,37798,06,037,208802,"Los Angeles County, California",640.0,16715.0
06037208902,2376,35497,06,037,208902,"Los Angeles County, California",346.0,2693.0
06037208903,3955,46573,06,037,208903,"Los Angeles County, California",827.0,12145.0
06037208904,3816,27088,06,037,208904,"Los Angeles County, California",613.0,6224.0
06037209103,3648,31948,06,037,209103,"Los Angeles County, California",489.0,8058.0
06037209104,2485,37692,06,037,209104,"Los Angeles County, California",291.0,8318.0
06037209105,3231,31125,06,037,209105,"Los Angeles County, California",861.0,19992.0
06037209106,2531,47102,06,037,209106,"Los Angeles County, California",420.0,19474.0
06037209201,3026,72313,06,037,209201,"Los Angeles County, California",442.0,12029.0
06037209202,1485,35694,06,037,209202,"Los Angeles County, California",341.0,4676.0
06037209300,4763,31655,06,037,209300,"Los Angeles County, California",608.0,10199.0
06037209401,4095,34739,06,037,209401,"Los Angeles County, California",550.0,12645.0
06037209402,4296,47411,06,037,209402,"Los Angeles County, California",655.0,16349.0
06037209403,4311,31446,06,037,209403,"Los Angeles County, California",981.0,8126.0
06037209510,2635,40777,06,037,209510,"Los Angeles County, California",482.0,2956.0
06037209520,2569,41318,06,037,209520,"Los Angeles County, California",425.0,4632.0
06037209810,2740,34327,06,037,209810,"Los Angeles County, California",337.0,6733.0
06037209820,2559,48269,06,037,209820,"Los Angeles County, California",487.0,13635.0
06037210010,3349,32969,06,037,210010,"Los Angeles County, California",764.0,14301.0
06037211000,5130,155122,06,037,211000,"Los Angeles County, California",685.0,42582.0
06037211121,2354,71250,06,037,211121,"Los Angeles County, California",467.0,22495.0
06037211122,2641,49653,06,037,211122,"Los Angeles County, California",403.0,14861.0
06037211123,1748,80063,06,037,211123,"Los Angeles County, California",326.0,31115.0
06037211124,4321,60559,06,037,211124,"Los Angeles County, California",881.0,23407.0
06037211201,2391,57478,06,037,211201,"Los Angeles County, California",272.0,9899.0
06037211202,2307,49385,06,037,211202,"Los Angeles County, California",421.0,5133.0
06037211310,3330,43287,06,037,211310,"Los Angeles County, California",552.0,5949.0
06037211320,3326,37959,06,037,211320,"Los Angeles County, California",535.0,16121.0
06037211410,3038,48333,06,037,211410,"Los Angeles County, California",476.0,6735.0
06037211420,3639,55492,06,037,211420,"Los Angeles County, California",401.0,4516.0
06037211500,4064,72375,06,037,211500,"Los Angeles County, California",537.0,20676.0
06037211701,2677,96599,06,037,211701,"Los Angeles County, California",399.0,30482.0
06037211703,4624,58029,06,037,211703,"Los Angeles County, California",530.0,3108.0
06037211704,2802,42250,06,037,211704,"Los Angeles County, California",461.0,20490.0
06037211802,4575,50090,06,037,211802,"Los Angeles County, California",679.0,13919.0
06037211803,3528,56000,06,037,211803,"Los Angeles County, California",495.0,16986.0
06037211804,3131,46361,06,037,211804,"Los Angeles County, California",514.0,16721.0
06037211910,4143,60988,06,037,211910,"Los Angeles County, California",493.0,20189.0
06037211921,2113,37849,06,037,211921,"Los Angeles County, California",309.0,11158.0
06037211922,3420,51060,06,037,211922,"Los Angeles County, California",826.0,8903.0
06037212101,2612,53098,06,037,212101,"Los Angeles County, California",261.0,8906.0
06037212102,2682,34790,06,037,212102,"Los Angeles County, California",483.0,6925.0
06037212202,3417,53006,06,037,212202,"Los Angeles County, California",540.0,15515.0
06037212203,2733,39238,06,037,212203,"Los Angeles County, California",508.0,9700.0
06037212204,3431,40431,06,037,212204,"Los Angeles County, California",459.0,6854.0
06037212303,3864,35074,06,037,212303,"Los Angeles County, California",988.0,23844.0
06037212304,1721,41206,06,037,212304,"Los Angeles County, California",272.0,2561.0
06037212305,2745,46615,06,037,212305,"Los Angeles County, California",470.0,12907.0
06037212306,3030,54177,06,037,212306,"Los Angeles County, California",581.0,7871.0
06037212410,4084,49223,06,037,212410,"Los Angeles County, California",1061.0,6845.0
06037212420,2616,48864,06,037,212420,"Los Angeles County, California",317.0,6037.0
06037212501,1898,47574,06,037,212501,"Los Angeles County, California",352.0,17990.0
06037212502,2997,61469,06,037,212502,"Los Angeles County, California",435.0,14920.0
06037212610,4218,66550,06,037,212610,"Los Angeles County, California",603.0,13067.0
06037212620,3799,45412,06,037,212620,"Los Angeles County, California",452.0,9832.0
06037212701,2277,71563,06,037,212701,"Los Angeles County, California",258.0,17366.0
06037212702,3360,94940,06,037,212702,"Los Angeles County, California",486.0,27155.0
06037212800,3176,73478,06,037,212800,"Los Angeles County, California",507.0,22414.0
06037212900,3842,51948,06,037,212900,"Los Angeles County, California",592.0,20704.0
06037213100,2860,55980,06,037,213100,"Los Angeles County, California",356.0,9284.0
06037213201,4162,40756,06,037,213201,"Los Angeles County, California",643.0,4189.0
06037213202,3899,62516,06,037,213202,"Los Angeles County, California",567.0,15566.0
06037213310,2578,69087,06,037,213310,"Los Angeles County, California",498.0,16210.0
06037213320,2569,33576,06,037,213320,"Los Angeles County, California",606.0,4745.0
06037213401,4818,46121,06,037,213401,"Los Angeles County, California",626.0,12355.0
06037213402,4697,51740,06,037,213402,"Los Angeles County, California",694.0,5457.0
06037214000,3692,148846,06,037,214000,"Los Angeles County, California",594.0,49380.0
06037214100,3569,138125,06,037,214100,"Los Angeles County, California",409.0,34893.0
06037214400,2905,95882,06,037,214400,"Los Angeles County, California",350.0,12630.0
06037214501,3679,107725,06,037,214501,"Los Angeles County, California",902.0,10872.0
06037214503,3302,85960,06,037,214503,"Los Angeles County, California",351.0,12922.0
06037214504,3532,102539,06,037,214504,"Los Angeles County, California",444.0,16338.0
06037214505,1469,82148,06,037,214505,"Los Angeles County, California",179.0,31877.0
06037214600,2247,115326,06,037,214600,"Los Angeles County, California",354.0,15963.0
06037214700,2320,115057,06,037,214700,"Los Angeles County, California",408.0,45749.0
06037214800,2835,123320,06,037,214800,"Los Angeles County, California",409.0,42449.0
06037214902,2444,112940,06,037,214902,"Los Angeles County, California",478.0,25124.0
06037214903,1507,,06,037,214903,"Los Angeles County, California",341.0,
06037214904,1390,116734,06,037,214904,"Los Angeles County, California",225.0,81349.0
06037215101,2812,80071,06,037,215101,"Los Angeles County, California",387.0,18301.0
06037215102,2952,91944,06,037,215102,"Los Angeles County, California",386.0,16314.0
06037216100,2156,139565,06,037,216100,"Los Angeles County, California",325.0,46041.0
06037216201,2510,110094,06,037,216201,"Los Angeles County, California",434.0,9131.0
06037216202,2472,79085,06,037,216202,"Los Angeles County, California",357.0,36530.0
06037216301,1439,,06,037,216301,"Los Angeles County, California",517.0,
06037216302,3214,98194,06,037,216302,"Los Angeles County, California",478.0,19041.0
06037216401,3295,97663,06,037,216401,"Los Angeles County, California",718.0,16928.0
06037216402,2404,94079,06,037,216402,"Los Angeles County, California",505.0,7980.0
06037216700,3440,104948,06,037,216700,"Los Angeles County, California",496.0,16935.0
06037216800,3324,125241,06,037,216800,"Los Angeles County, California",390.0,22991.0
06037216901,2687,111696,06,037,216901,"Los Angeles County, California",385.0,40496.0
06037216902,2227,65893,06,037,216902,"Los Angeles County, California",562.0,33839.0
06037217001,2647,123462,06,037,217001,"Los Angeles County, California",421.0,28673.0
06037217002,4859,110278,06,037,217002,"Los Angeles County, California",866.0,36038.0
06037217101,2518,83125,06,037,217101,"Los Angeles County, California",1310.0,59016.0
06037217102,2667,100063,06,037,217102,"Los Angeles County, California",415.0,45048.0
06037217200,3839,79028,06,037,217200,"Los Angeles County, California",585.0,24301.0
06037218110,3521,43990,06,037,218110,"Los Angeles County, California",681.0,21619.0
06037218120,3684,50606,06,037,218120,"Los Angeles County, California",665.0,14790.0
06037218210,4090,55614,06,037,218210,"Los Angeles County, California",681.0,9686.0
06037218220,3858,69028,06,037,218220,"Los Angeles County, California",709.0,16641.0
06037218300,4933,63971,06,037,218300,"Los Angeles County, California",865.0,28990.0
06037218400,4079,86006,06,037,218400,"Los Angeles County, California",702.0,19831.0
06037218500,2784,66489,06,037,218500,"Los Angeles County, California",412.0,25922.0
06037218600,3102,75466,06,037,218600,"Los Angeles County, California",395.0,17273.0
06037218701,2079,54936,06,037,218701,"Los Angeles County, California",304.0,9208.0
06037218702,2627,52891,06,037,218702,"Los Angeles County, California",513.0,6056.0
06037218800,2664,50011,06,037,218800,"Los Angeles County, California",367.0,5387.0
06037218900,5229,51094,06,037,218900,"Los Angeles County, California",752.0,24978.0
06037219010,3023,74643,06,037,219010,"Los Angeles County, California",624.0,42450.0
06037219020,4625,73214,06,037,219020,"Los Angeles County, California",794.0,12950.0
06037219300,3664,51500,06,037,219300,"Los Angeles County, California",832.0,17102.0
06037219500,2053,110865,06,037,219500,"Los Angeles County, California",304.0,26019.0
06037219700,4479,60618,06,037,219700,"Los Angeles County, California",807.0,7146.0
06037219800,3048,68450,06,037,219800,"Los Angeles County, California",475.0,19445.0
06037219901,4944,61157,06,037,219901,"Los Angeles County, California",1152.0,10979.0
06037219902,3514,82750,06,037,219902,"Los Angeles County, California",517.0,30922.0
06037220000,4460,45682,06,037,220000,"Los Angeles County, California",922.0,11843.0
06037220100,2583,62813,06,037,220100,"Los Angeles County, California",372.0,43077.0
06037221110,3161,46717,06,037,221110,"Los Angeles County, California",671.0,8967.0
06037221120,2922,47026,06,037,221120,"Los Angeles County, California",348.0,6188.0
06037221210,3095,66014,06,037,221210,"Los Angeles County, California",520.0,15780.0
06037221220,2979,57563,06,037,221220,"Los Angeles County, California",336.0,27104.0
06037221302,3681,34655,06,037,221302,"Los Angeles County, California",531.0,7037.0
06037221303,2611,48445,06,037,221303,"Los Angeles County, California",431.0,8118.0
06037221304,3674,51237,06,037,221304,"Los Angeles County, California",794.0,9526.0
06037221401,3341,36490,06,037,221401,"Los Angeles County, California",441.0,22215.0
06037221402,3063,53125,06,037,221402,"Los Angeles County, California",457.0,32742.0
06037221500,3513,34047,06,037,221500,"Los Angeles County, California",604.0,10169.0
06037221601,3354,51833,06,037,221601,"Los Angeles County, California",455.0,17122.0
06037221602,2455,52614,06,037,221602,"Los Angeles County, California",335.0,8605.0
06037221710,2890,48466,06,037,221710,"Los Angeles County, California",353.0,5537.0
06037221810,2679,32168,06,037,221810,"Los Angeles County, California",348.0,5643.0
06037221820,2335,24266,06,037,221820,"Los Angeles County, California",431.0,9712.0
06037221900,4281,28500,06,037,221900,"Los Angeles County, California",482.0,4242.0
06037222001,3139,85417,06,037,222001,"Los Angeles County, California",380.0,25053.0
06037222002,5172,67928,06,037,222002,"Los Angeles County, California",770.0,8131.0
06037222100,4058,69464,06,037,222100,"Los Angeles County, California",645.0,18953.0
06037222200,3895,46988,06,037,222200,"Los Angeles County, California",569.0,22061.0
06037222500,4616,78814,06,037,222500,"Los Angeles County, California",787.0,20385.0
06037222600,5668,44886,06,037,222600,"Los Angeles County, California",623.0,13964.0
06037222700,4094,,06,037,222700,"Los Angeles County, California",176.0,
06037224010,3137,43396,06,037,224010,"Los Angeles County, California",472.0,9156.0
06037224020,2633,31897,06,037,224020,"Los Angeles County, California",548.0,7041.0
06037224200,2429,51202,06,037,224200,"Los Angeles County, California",594.0,6429.0
06037224310,1964,53182,06,037,224310,"Los Angeles County, California",367.0,14585.0
06037224320,3300,30332,06,037,224320,"Los Angeles County, California",643.0,16897.0
06037224410,3029,34018,06,037,224410,"Los Angeles County, California",465.0,10776.0
06037224420,2449,25164,06,037,224420,"Los Angeles County, California",362.0,2133.0
06037224600,3037,46250,06,037,224600,"Los Angeles County, California",339.0,13391.0
06037224701,2613,37310,06,037,224701,"Los Angeles County, California",158.0,16684.0
06037224702,2646,11609,06,037,224702,"Los Angeles County, California",284.0,2186.0
06037226001,2188,38458,06,037,226001,"Los Angeles County, California",412.0,13042.0
06037226002,1960,42833,06,037,226002,"Los Angeles County, California",437.0,9038.0
06037226410,3579,42861,06,037,226410,"Los Angeles County, California",473.0,7945.0
06037226420,5306,41804,06,037,226420,"Los Angeles County, California",877.0,13211.0
06037226701,2846,76071,06,037,226701,"Los Angeles County, California",280.0,26773.0
06037226702,4285,61862,06,037,226702,"Los Angeles County, California",1031.0,28851.0
06037227010,4550,48688,06,037,227010,"Los Angeles County, California",919.0,5121.0
06037227020,3529,61615,06,037,227020,"Los Angeles County, California",720.0,6936.0
06037228100,5158,65086,06,037,228100,"Los Angeles County, California",851.0,33984.0
06037228210,4119,48542,06,037,228210,"Los Angeles County, California",613.0,19183.0
06037228220,4584,53750,06,037,228220,"Los Angeles County, California",604.0,14301.0
06037228310,4506,39770,06,037,228310,"Los Angeles County, California",535.0,5718.0
06037228320,3351,51039,06,037,228320,"Los Angeles County, California",708.0,2778.0
06037228410,3372,47870,06,037,228410,"Los Angeles County, California",510.0,5349.0
06037228420,3165,82798,06,037,228420,"Los Angeles County, California",522.0,14088.0
06037228500,5069,43616,06,037,228500,"Los Angeles County, California",1120.0,22664.0
06037228600,5006,44902,06,037,228600,"Los Angeles County, California",938.0,21072.0
06037228710,4147,47227,06,037,228710,"Los Angeles County, California",587.0,20930.0
06037228720,4800,56184,06,037,228720,"Los Angeles County, California",547.0,5439.0
06037228800,5347,53897,06,037,228800,"Los Angeles County, California",836.0,11037.0
06037228900,2967,32969,06,037,228900,"Los Angeles County, California",571.0,12793.0
06037229100,4635,64464,06,037,229100,"Los Angeles County, California",617.0,24593.0
06037229200,4427,48421,06,037,229200,"Los Angeles County, California",921.0,8501.0
06037229300,5973,55161,06,037,229300,"Los Angeles County, California",844.0,6744.0
06037229410,3932,60075,06,037,229410,"Los Angeles County, California",1058.0,12999.0
06037229420,4320,53977,06,037,229420,"Los Angeles County, California",479.0,16787.0
06037231100,3809,41989,06,037,231100,"Los Angeles County, California",532.0,9374.0
06037231210,4279,41006,06,037,231210,"Los Angeles County, California",716.0,11834.0
06037231220,4353,33458,06,037,231220,"Los Angeles County, California",918.0,7984.0
06037231301,2479,56875,06,037,231301,"Los Angeles County, California",447.0,6237.0
06037231302,3117,57314,06,037,231302,"Los Angeles County, California",704.0,43690.0
06037231400,5195,58973,06,037,231400,"Los Angeles County, California",752.0,23961.0
06037231500,5135,77083,06,037,231500,"Los Angeles County, California",756.0,32559.0
06037231601,2448,75131,06,037,231601,"Los Angeles County, California",600.0,17608.0
06037231602,2048,85273,06,037,231602,"Los Angeles County, California",386.0,19266.0
06037231603,2788,45037,06,037,231603,"Los Angeles County, California",514.0,22452.0
06037231710,4303,44347,06,037,231710,"Los Angeles County, California",787.0,7033.0
06037231720,5257,47012,06,037,231720,"Los Angeles County, California",795.0,19410.0
06037231800,5258,44025,06,037,231800,"Los Angeles County, California",751.0,12988.0
06037231901,2867,49271,06,037,231901,"Los Angeles County, California",1024.0,17154.0
06037231902,3255,43523,06,037,231902,"Los Angeles County, California",604.0,19008.0
06037232110,3378,51875,06,037,232110,"Los Angeles County, California",536.0,9376.0
06037232120,5308,52156,06,037,232120,"Los Angeles County, California",890.0,10917.0
06037232200,3638,62292,06,037,232200,"Los Angeles County, California",574.0,15369.0
06037232300,4992,74022,06,037,232300,"Los Angeles County, California",569.0,17629.0
06037232401,3968,67962,06,037,232401,"Los Angeles County, California",784.0,7337.0
06037232402,3095,42465,06,037,232402,"Los Angeles County, California",467.0,16855.0
06037232500,4736,63750,06,037,232500,"Los Angeles County, California",825.0,13321.0
06037232601,1772,53587,06,037,232601,"Los Angeles County, California",430.0,34722.0
06037232602,5552,75741,06,037,232602,"Los Angeles County, California",701.0,17054.0
06037232701,2502,76316,06,037,232701,"Los Angeles County, California",455.0,22684.0
06037232702,4676,67438,06,037,232702,"Los Angeles County, California",925.0,18089.0
06037232800,4426,55750,06,037,232800,"Los Angeles County, California",638.0,24331.0
06037234001,2379,72743,06,037,234001,"Los Angeles County, California",403.0,13775.0
06037234002,3030,58792,06,037,234002,"Los Angeles County, California",542.0,18034.0
06037234200,2569,75625,06,037,234200,"Los Angeles County, California",347.0,15431.0
06037234301,1684,42295,06,037,234301,"Los Angeles County, California",430.0,32343.0
06037234302,2441,45000,06,037,234302,"Los Angeles County, California",395.0,10991.0
06037234501,2901,93056,06,037,234501,"Los Angeles County, California",547.0,24680.0
06037234502,2772,31225,06,037,234502,"Los Angeles County, California",605.0,22890.0
06037234600,4885,71406,06,037,234600,"Los Angeles County, California",689.0,29428.0
06037234700,3700,67928,06,037,234700,"Los Angeles County, California",695.0,22570.0
06037234800,3424,66696,06,037,234800,"Los Angeles County, California",561.0,8731.0
06037234901,2954,46330,06,037,234901,"Los Angeles County, California",524.0,3845.0
06037234902,4558,26484,06,037,234902,"Los Angeles County, California",810.0,11152.0
06037235100,4074,96108,06,037,235100,"Los Angeles County, California",612.0,14811.0
06037235201,2847,62349,06,037,235201,"Los Angeles County, California",666.0,17257.0
06037235202,3888,32143,06,037,235202,"Los Angeles County, California",601.0,10044.0
06037236001,4207,109598,06,037,236001,"Los Angeles County, California",525.0,13394.0
06037236101,2421,32104,06,037,236101,"Los Angeles County, California",448.0,7626.0
06037236102,3573,56974,06,037,236102,"Los Angeles County, California",827.0,36974.0
06037236203,3727,31762,06,037,236203,"Los Angeles County, California",708.0,12004.0
06037236204,2968,40525,06,037,236204,"Los Angeles County, California",561.0,9327.0
06037236205,3421,27727,06,037,236205,"Los Angeles County, California",712.0,11099.0
06037236206,2983,53106,06,037,236206,"Los Angeles County, California",741.0,17135.0
06037236400,4551,103689,06,037,236400,"Los Angeles County, California",590.0,12381.0
06037237101,3827,46250,06,037,237101,"Los Angeles County, California",618.0,16272.0
06037237102,4038,49559,06,037,237102,"Los Angeles County, California",585.0,10795.0
06037237201,4138,54398,06,037,237201,"Los Angeles County, California",571.0,19869.0
06037237202,4653,47917,06,037,237202,"Los Angeles County, California",808.0,22905.0
06037237300,6051,76935,06,037,237300,"Los Angeles County, California",1113.0,13133.0
06037237401,4331,67470,06,037,237401,"Los Angeles County, California",554.0,18424.0
06037237402,3896,83333,06,037,237402,"Los Angeles County, California",632.0,6317.0
06037237500,2822,34643,06,037,237500,"Los Angeles County, California",530.0,8198.0
06037237600,4014,48447,06,037,237600,"Los Angeles County, California",665.0,8596.0
06037237710,4445,43820,06,037,237710,"Los Angeles County, California",1076.0,11495.0
06037237720,3784,41303,06,037,237720,"Los Angeles County, California",749.0,6620.0
06037237800,3880,51168,06,037,237800,"Los Angeles County, California",695.0,21680.0
06037237900,4131,59539,06,037,237900,"Los Angeles County, California",784.0,7821.0
06037238000,5592,69861,06,037,238000,"Los Angeles County, California",1037.0,42370.0
06037238100,5165,51417,06,037,238100,"Los Angeles County, California",1050.0,35464.0
06037238200,6181,41410,06,037,238200,"Los Angeles County, California",969.0,10287.0
06037238310,5400,52805,06,037,238310,"Los Angeles County, California",881.0,13368.0
06037238320,3560,33396,06,037,238320,"Los Angeles County, California",605.0,14481.0
06037238400,5107,85968,06,037,238400,"Los Angeles County, California",709.0,18407.0
06037239201,3563,46840,06,037,239201,"Los Angeles County, California",466.0,11081.0
06037239202,5645,48480,06,037,239202,"Los Angeles County, California",1142.0,6243.0
06037239310,4026,53021,06,037,239310,"Los Angeles County, California",768.0,14447.0
06037239320,3078,50402,06,037,239320,"Los Angeles County, California",419.0,12096.0
06037239330,2972,46979,06,037,239330,"Los Angeles County, California",858.0,36997.0
06037239501,3668,58516,06,037,239501,"Los Angeles County, California",433.0,7321.0
06037239502,3624,56667,06,037,239502,"Los Angeles County, California",543.0,15204.0
06037239601,3675,58068,06,037,239601,"Los Angeles County, California",501.0,12468.0
06037239602,3967,49583,06,037,239602,"Los Angeles County, California",534.0,7502.0
06037239701,4509,36611,06,037,239701,"Los Angeles County, California",912.0,11423.0
06037239702,4567,36958,06,037,239702,"Los Angeles County, California",826.0,10338.0
06037239801,4116,65029,06,037,239801,"Los Angeles County, California",473.0,12600.0
06037239802,5767,56642,06,037,239802,"Los Angeles County, California",916.0,6054.0
06037240010,3888,30864,06,037,240010,"Los Angeles County, California",532.0,7216.0
06037240020,5286,66806,06,037,240020,"Los Angeles County, California",972.0,25761.0
06037240200,6345,53224,06,037,240200,"Los Angeles County, California",762.0,8922.0
06037240301,3061,47024,06,037,240301,"Los Angeles County, California",531.0,22500.0
06037240302,2849,53250,06,037,240302,"Los Angeles County, California",665.0,33087.0
06037240401,6409,43933,06,037,240401,"Los Angeles County, California",769.0,14981.0
06037240402,4276,64159,06,037,240402,"Los Angeles County, California",758.0,18597.0
06037240500,6760,54361,06,037,240500,"Los Angeles County, California",1084.0,13822.0
06037240600,5431,60297,06,037,240600,"Los Angeles County, California",916.0,9652.0
06037240700,6324,57665,06,037,240700,"Los Angeles County, California",728.0,11219.0
06037240800,4470,55508,06,037,240800,"Los Angeles County, California",633.0,16243.0
06037240901,2711,56296,06,037,240901,"Los Angeles County, California",451.0,21076.0
06037240902,3658,,06,037,240902,"Los Angeles County, California",1214.0,
06037241001,4641,70227,06,037,241001,"Los Angeles County, California",1114.0,32994.0
06037241002,3776,60323,06,037,241002,"Los Angeles County, California",477.0,13389.0
06037241110,3819,67536,06,037,241110,"Los Angeles County, California",760.0,9818.0
06037241120,4207,40769,06,037,241120,"Los Angeles County, California",601.0,17584.0
06037241201,3287,57615,06,037,241201,"Los Angeles County, California",509.0,6117.0
06037241202,5291,51328,06,037,241202,"Los Angeles County, California",915.0,11951.0
06037241300,2376,60357,06,037,241300,"Los Angeles County, California",310.0,21010.0
06037241400,3974,73229,06,037,241400,"Los Angeles County, California",619.0,23216.0
06037242000,4074,47793,06,037,242000,"Los Angeles County, California",554.0,15372.0
06037242100,2680,27218,06,037,242100,"Los Angeles County, California",486.0,4712.0
06037242201,4011,60189,06,037,242201,"Los Angeles County, California",733.0,16924.0
06037242202,2966,47656,06,037,242202,"Los Angeles County, California",402.0,16723.0
06037242300,5010,49490,06,037,242300,"Los Angeles County, California",806.0,5240.0
06037242600,4698,21492,06,037,242600,"Los Angeles County, California",940.0,10186.0
06037242700,4982,50603,06,037,242700,"Los Angeles County, California",909.0,9489.0
06037243001,3444,64950,06,037,243001,"Los Angeles County, California",739.0,18473.0
06037243002,2846,69303,06,037,243002,"Los Angeles County, California",514.0,12682.0
06037243100,5552,32244,06,037,243100,"Los Angeles County, California",755.0,4659.0
06037261102,3502,220227,06,037,261102,"Los Angeles County, California",668.0,74535.0
06037261103,1767,221250,06,037,261103,"Los Angeles County, California",396.0,68656.0
06037261104,1547,239167,06,037,261104,"Los Angeles County, California",382.0,136661.0
06037261200,3967,186779,06,037,261200,"Los Angeles County, California",495.0,28028.0
06037262100,2457,215670,06,037,262100,"Los Angeles County, California",496.0,71969.0
06037262200,4378,185768,06,037,262200,"Los Angeles County, California",666.0,22129.0
06037262301,2806,250001,06,037,262301,"Los Angeles County, California",256.0,
06037262302,2839,201714,06,037,262302,"Los Angeles County, California",381.0,85308.0
06037262303,2749,250001,06,037,262303,"Los Angeles County, California",352.0,
06037262400,2900,250001,06,037,262400,"Los Angeles County, California",413.0,
06037262501,3709,250001,06,037,262501,"Los Angeles County, California",581.0,
06037262601,3330,250001,06,037,262601,"Los Angeles County, California",385.0,
06037262604,5763,242083,06,037,262604,"Los Angeles County, California",1180.0,101364.0
06037262704,3590,154340,06,037,262704,"Los Angeles County, California",410.0,17343.0
06037262706,3492,159917,06,037,262706,"Los Angeles County, California",466.0,84435.0
06037262802,3512,166477,06,037,262802,"Los Angeles County, California",491.0,43675.0
06037264000,2968,199432,06,037,264000,"Los Angeles County, California",392.0,80342.0
06037264102,2814,142308,06,037,264102,"Los Angeles County, California",302.0,29415.0
06037264103,2777,155433,06,037,264103,"Los Angeles County, California",402.0,28834.0
06037264303,2706,143938,06,037,264303,"Los Angeles County, California",435.0,18204.0
06037264304,2358,128819,06,037,264304,"Los Angeles County, California",422.0,27395.0
06037264305,4396,126136,06,037,264305,"Los Angeles County, California",1452.0,45190.0
06037264306,1703,138846,06,037,264306,"Los Angeles County, California",301.0,33095.0
06037265100,2413,119375,06,037,265100,"Los Angeles County, California",375.0,81405.0
06037265201,2615,142917,06,037,265201,"Los Angeles County, California",663.0,14717.0
06037265203,1988,102737,06,037,265203,"Los Angeles County, California",291.0,58432.0
06037265204,1544,,06,037,265204,"Los Angeles County, California",498.0,
06037265301,12794,,06,037,265301,"Los Angeles County, California",520.0,
