geoid,geoid20,year,denom_occupied_housing,no_vehicle_count,no_vehicle_pct
1400000US06037461502,6037461502,2018,1670,423,25.329342
1400000US06037461600,6037461600,2018,1763,205,11.627907
1400000US06037461700,6037461700,2018,648,15,2.3148148
1400000US06037461901,6037461901,2018,1599,343,21.450907
1400000US06037461902,6037461902,2018,1192,325,27.2651
1400000US06037462001,6037462001,2018,1088,148,13.602942
1400000US06037462002,6037462002,2018,1148,257,22.386759
1400000US06037462100,6037462100,2018,1822,230,12.62349
1400000US06037462201,6037462201,2018,1943,610,31.394751
1400000US06037462202,6037462202,2018,1312,149,11.356708
1400000US06037462301,6037462301,2018,1829,193,10.552215
1400000US06037462302,6037462302,2018,1498,141,9.41255
1400000US06037462400,6037462400,2018,1583,67,4.23247
1400000US06037462500,6037462500,2018,2354,236,10.025489
1400000US06037462600,6037462600,2018,839,19,2.2646008
1400000US06037462700,6037462700,2018,2084,192,9.2130518
1400000US06037462800,6037462800,2018,1110,152,13.693694
1400000US06037462900,6037462900,2018,1323,28,2.1164021
1400000US06037463000,6037463000,2018,975,26,2.6666667
1400000US06037463103,6037463103,2018,1919,64,3.3350704
1400000US06037463200,6037463200,2018,1419,53,3.7350247
1400000US06037463300,6037463300,2018,893,70,7.8387456
1400000US06037463400,6037463400,2018,2558,223,8.7177486
1400000US06037463500,6037463500,2018,2611,399,15.281502
1400000US06037463601,6037463601,2018,3188,222,6.9636135
1400000US06037463602,6037463602,2018,2869,423,14.743814
1400000US06037463700,6037463700,2018,1431,81,5.6603775
1400000US06037463800,6037463800,2018,1593,0,0
1400000US06037463900,6037463900,2018,1496,112,7.4866309
1400000US06037464000,6037464000,2018,2491,12,.48173425
1400000US06037464101,6037464101,2018,1230,73,5.9349594
1400000US06037464102,6037464102,2018,1193,71,5.9513831
1400000US06037464200,6037464200,2018,2110,66,3.1279621
1400000US06037480002,6037480002,2018,1143,45,3.9370079
1400000US06037480011,6037480011,2018,1779,77,4.3282743
1400000US06037480012,6037480012,2018,1609,16,.99440646
1400000US06037480101,6037480101,2018,1230,20,1.6260163
1400000US06037480102,6037480102,2018,1480,78,5.2702703
1400000US06037480201,6037480201,2018,1243,24,1.9308126
1400000US06037480202,6037480202,2018,847,36,4.2502952
1400000US06037480302,6037480302,2018,1789,209,11.682505
1400000US06037480303,6037480303,2018,1430,106,7.4125876
1400000US06037480304,6037480304,2018,1856,335,18.049568
1400000US06037480400,6037480400,2018,2187,124,5.6698675
1400000US06037480500,6037480500,2018,2028,30,1.4792899
1400000US06037480601,6037480601,2018,985,57,5.7868018
1400000US06037480602,6037480602,2018,2328,135,5.7989693
1400000US06037480702,6037480702,2018,1626,18,1.1070111
1400000US06037480703,6037480703,2018,1230,17,1.3821138
1400000US06037480704,6037480704,2018,1786,77,4.3113103
1400000US06037480802,6037480802,2018,1022,45,4.403131
1400000US06037480803,6037480803,2018,1269,52,4.0977149
1400000US06037480804,6037480804,2018,1756,167,9.510251
1400000US06037480901,6037480901,2018,1688,82,4.85782
1400000US06037480902,6037480902,2018,1320,102,7.7272725
1400000US06037480903,6037480903,2018,984,139,14.126017
1400000US06037481001,6037481001,2018,1486,287,19.313593
1400000US06037481002,6037481002,2018,2013,121,6.0109291
1400000US06037481101,6037481101,2018,1402,100,7.1326675
1400000US06037481102,6037481102,2018,1409,84,5.9616752
1400000US06037481103,6037481103,2018,1397,146,10.450966
1400000US06037481201,6037481201,2018,1243,83,6.6773934
1400000US06037481203,6037481203,2018,1892,75,3.9640591
1400000US06037481300,6037481300,2018,846,27,3.1914895
1400000US06037481401,6037481401,2018,1776,137,7.713964
1400000US06037481403,6037481403,2018,850,27,3.1764705
1400000US06037481404,6037481404,2018,1075,34,3.1627908
1400000US06037481500,6037481500,2018,1522,78,5.124836
1400000US06037481603,6037481603,2018,1175,85,7.2340426
1400000US06037481604,6037481604,2018,1350,122,9.0370369
1400000US06037481605,6037481605,2018,1055,62,5.8767772
1400000US06037481606,6037481606,2018,1592,118,7.4120603
1400000US06037481711,6037481711,2018,1433,197,13.747383
1400000US06037481712,6037481712,2018,1656,198,11.956522
1400000US06037481713,6037481713,2018,940,94,10
1400000US06037481714,6037481714,2018,898,138,15.367483
1400000US06037481800,6037481800,2018,912,72,7.8947368
1400000US06037481901,6037481901,2018,1936,94,4.855372
1400000US06037481902,6037481902,2018,1073,81,7.5489283
1400000US06037482001,6037482001,2018,1034,53,5.1257253
1400000US06037482002,6037482002,2018,2449,151,6.165782
1400000US06037482101,6037482101,2018,1468,130,8.8555861
1400000US06037482102,6037482102,2018,893,30,3.3594625
1400000US06037482201,6037482201,2018,1229,176,14.320586
1400000US06037482202,6037482202,2018,1521,177,11.637081
1400000US06037482301,6037482301,2018,1314,85,6.4687977
1400000US06037482303,6037482303,2018,1537,143,9.3038387
1400000US06037482304,6037482304,2018,918,188,20.479303
1400000US06037482401,6037482401,2018,982,47,4.7861509
1400000US06037482403,6037482403,2018,630,48,7.6190476
1400000US06037482404,6037482404,2018,615,46,7.4796748
1400000US06037482502,6037482502,2018,878,55,6.2642369
1400000US06037482503,6037482503,2018,1056,61,5.776515
1400000US06037482521,6037482521,2018,1464,55,3.7568307
1400000US06037482522,6037482522,2018,1504,65,4.3218083
1400000US06037482600,6037482600,2018,2402,137,5.7035804
1400000US06037482701,6037482701,2018,1276,102,7.9937305
1400000US06037482702,6037482702,2018,802,38,4.7381544
1400000US06037482801,6037482801,2018,1323,73,5.5177627
1400000US06037500100,6037500100,2018,1449,49,3.3816426
1400000US06037500202,6037500202,2018,1468,42,2.8610353
1400000US06037500203,6037500203,2018,556,5,.89928055
1400000US06037500204,6037500204,2018,1584,13,.82070708
1400000US06037500300,6037500300,2018,1100,9,.81818181
1400000US06037500402,6037500402,2018,1167,64,5.4841475
1400000US06037500403,6037500403,2018,1022,50,4.8923678
1400000US06037500404,6037500404,2018,1296,43,3.3179011
1400000US06037500500,6037500500,2018,768,62,8.072917
1400000US06037500600,6037500600,2018,1266,103,8.1358614
1400000US06037500700,6037500700,2018,1757,104,5.9191804
1400000US06037500800,6037500800,2018,1448,138,9.5303869
1400000US06037500900,6037500900,2018,1809,195,10.779436
1400000US06037501001,6037501001,2018,615,27,4.390244
1400000US06037501002,6037501002,2018,1457,13,.89224434
1400000US06037501200,6037501200,2018,1451,35,2.4121296
1400000US06037501301,6037501301,2018,1039,40,3.8498557
1400000US06037501302,6037501302,2018,1375,54,3.9272728
1400000US06037501400,6037501400,2018,1242,128,10.305958
1400000US06037501501,6037501501,2018,864,8,.92592591
1400000US06037501503,6037501503,2018,1842,133,7.2204127
1400000US06037501504,6037501504,2018,1510,266,17.615894
1400000US06037501600,6037501600,2018,2511,101,4.0223017
1400000US06037501700,6037501700,2018,1201,78,6.4945879
1400000US06037501802,6037501802,2018,1197,66,5.5137844
1400000US06037501803,6037501803,2018,1457,204,14.001372
1400000US06037501804,6037501804,2018,701,146,20.827389
1400000US06037501900,6037501900,2018,1291,57,4.4151821
1400000US06037502003,6037502003,2018,749,0,0
1400000US06037502004,6037502004,2018,997,18,1.8054162
1400000US06037502005,6037502005,2018,1276,56,4.3887148
1400000US06037502100,6037502100,2018,1604,94,5.8603492
1400000US06037502200,6037502200,2018,1834,79,4.3075247
1400000US06037502303,6037502303,2018,2146,117,5.452004
1400000US06037502401,6037502401,2018,1254,90,7.1770334
1400000US06037502402,6037502402,2018,972,27,2.7777777
1400000US06037502500,6037502500,2018,1093,60,5.4894786
1400000US06037502602,6037502602,2018,1329,87,6.5462756
1400000US06037502603,6037502603,2018,919,36,3.9173014
1400000US06037502604,6037502604,2018,887,34,3.8331454
1400000US06037502700,6037502700,2018,1871,60,3.2068412
1400000US06037502801,6037502801,2018,1716,32,1.8648019
1400000US06037502901,6037502901,2018,1433,16,1.1165388
1400000US06037503000,6037503000,2018,1221,73,5.9787059
1400000US06037503103,6037503103,2018,1130,29,2.5663717
1400000US06037503104,6037503104,2018,624,8,1.2820513
1400000US06037503105,6037503105,2018,1013,51,5.0345507
1400000US06037503106,6037503106,2018,1159,140,12.079379
1400000US06037503201,6037503201,2018,1113,30,2.6954179
1400000US06037503202,6037503202,2018,1336,79,5.9131737
1400000US06037503301,6037503301,2018,1011,26,2.5717111
1400000US06037503302,6037503302,2018,1819,8,.43980208
1400000US06037503401,6037503401,2018,2282,158,6.9237509
1400000US06037503402,6037503402,2018,1355,26,1.9188192
1400000US06037503501,6037503501,2018,2005,87,4.3391523
1400000US06037503502,6037503502,2018,1211,17,1.4037985
1400000US06037503601,6037503601,2018,1191,18,1.511335
1400000US06037503602,6037503602,2018,1203,12,.99750626
1400000US06037503701,6037503701,2018,1700,134,7.8823528
1400000US06037503702,6037503702,2018,1655,36,2.1752267
1400000US06037503704,6037503704,2018,1668,164,9.8321342
1400000US06037503705,6037503705,2018,1301,125,9.6079941
1400000US06037503801,6037503801,2018,1162,22,1.8932874
1400000US06037503802,6037503802,2018,1638,33,2.014652
1400000US06037503901,6037503901,2018,835,22,2.6347306
1400000US06037503902,6037503902,2018,1379,24,1.7403916
1400000US06037504001,6037504001,2018,1122,141,12.566845
1400000US06037504002,6037504002,2018,1514,61,4.0290623
1400000US06037504101,6037504101,2018,1355,59,4.3542438
1400000US06037504200,6037504200,2018,2282,221,9.6844873
1400000US06037530005,6037530005,2018,1427,134,9.3903294
1400000US06037530006,6037530006,2018,1485,91,6.1279459
1400000US06037530007,6037530007,2018,2106,54,2.5641026
1400000US06037530101,6037530101,2018,1716,232,13.519814
1400000US06037530102,6037530102,2018,1626,261,16.051661
1400000US06037530202,6037530202,2018,1232,148,12.012987
1400000US06037530203,6037530203,2018,1011,77,7.6162214
1400000US06037530204,6037530204,2018,1144,82,7.1678324
1400000US06037530301,6037530301,2018,635,83,13.070867
1400000US06037530302,6037530302,2018,1867,108,5.7846813
1400000US06037530400,6037530400,2018,1186,139,11.720067
1400000US06037530500,6037530500,2018,1107,186,16.802168
1400000US06037530603,6037530603,2018,1261,75,5.9476604
1400000US06037530700,6037530700,2018,568,46,8.0985918
1400000US06037530801,6037530801,2018,1450,111,7.6551723
1400000US06037530802,6037530802,2018,886,49,5.5304742
1400000US06037530901,6037530901,2018,911,42,4.6103182
1400000US06037530902,6037530902,2018,1087,192,17.663294
1400000US06037531000,6037531000,2018,1327,146,11.002261
1400000US06037531101,6037531101,2018,1234,189,15.316046
1400000US06037531102,6037531102,2018,901,117,12.985572
1400000US06037531201,6037531201,2018,1258,138,10.969793
1400000US06037531202,6037531202,2018,1127,110,9.7604256
1400000US06037531301,6037531301,2018,1245,160,12.851406
1400000US06037531302,6037531302,2018,1507,157,10.418049
1400000US06037531502,6037531502,2018,778,74,9.5115681
1400000US06037531503,6037531503,2018,771,81,10.505836
1400000US06037531504,6037531504,2018,1082,193,17.837337
1400000US06037531602,6037531602,2018,1196,285,23.829432
1400000US06037531603,6037531603,2018,869,79,9.090909
1400000US06037531604,6037531604,2018,924,141,15.25974
1400000US06037531701,6037531701,2018,1385,162,11.696751
1400000US06037531702,6037531702,2018,1311,201,15.331808
1400000US06037531800,6037531800,2018,1234,120,9.724473
1400000US06037531901,6037531901,2018,1635,175,10.703364
1400000US06037531902,6037531902,2018,1137,94,8.2673702
1400000US06037532001,6037532001,2018,1033,151,14.617619
1400000US06037532002,6037532002,2018,964,108,11.20332
1400000US06037532101,6037532101,2018,1778,183,10.292463
1400000US06037532102,6037532102,2018,1053,14,1.3295346
1400000US06037532200,6037532200,2018,1780,142,7.9775281
1400000US06037532302,6037532302,2018,1142,47,4.1155868
1400000US06037532303,6037532303,2018,1336,97,7.260479
1400000US06037532304,6037532304,2018,1372,167,12.172011
1400000US06037532500,6037532500,2018,1139,96,8.4284458
1400000US06037532605,6037532605,2018,1071,300,28.011204
1400000US06037532606,6037532606,2018,1250,185,14.8
1400000US06037532607,6037532607,2018,1594,223,13.989963
1400000US06037532700,6037532700,2018,536,32,5.970149
1400000US06037532800,6037532800,2018,997,163,16.349047
1400000US06037532900,6037532900,2018,1676,319,19.033413
1400000US06037533001,6037533001,2018,1040,153,14.711538
1400000US06037533002,6037533002,2018,349,30,8.5959883
1400000US06037533103,6037533103,2018,1072,246,22.947762
1400000US06037533104,6037533104,2018,1243,351,28.238134
1400000US06037533105,6037533105,2018,645,60,9.3023252
1400000US06037533108,6037533108,2018,1354,105,7.7548008
1400000US06037533201,6037533201,2018,672,61,9.0773811
1400000US06037533204,6037533204,2018,1056,30,2.840909
1400000US06037533300,6037533300,2018,856,63,7.3598132
1400000US06037533401,6037533401,2018,1214,67,5.5189457
1400000US06037533402,6037533402,2018,1021,132,12.928501
1400000US06037533403,6037533403,2018,735,128,17.414967
1400000US06037533501,6037533501,2018,735,73,9.9319725
1400000US06037533504,6037533504,2018,950,92,9.6842108
1400000US06037533601,6037533601,2018,1106,61,5.5153708
1400000US06037533602,6037533602,2018,1350,120,8.8888893
1400000US06037533603,6037533603,2018,1769,197,11.136235
1400000US06037533701,6037533701,2018,910,156,17.142857
1400000US06037533702,6037533702,2018,869,51,5.8688149
1400000US06037533703,6037533703,2018,700,22,3.1428571
1400000US06037533803,6037533803,2018,1582,107,6.7635903
1400000US06037533804,6037533804,2018,1177,98,8.3262529
1400000US06037533805,6037533805,2018,915,86,9.3989067
1400000US06037533806,6037533806,2018,729,65,8.9163237
1400000US06037533901,6037533901,2018,1419,59,4.1578574
1400000US06037533902,6037533902,2018,945,28,2.9629629
1400000US06037534001,6037534001,2018,1223,87,7.1136551
1400000US06037534002,6037534002,2018,989,81,8.1900911
1400000US06037534101,6037534101,2018,510,11,2.1568627
1400000US06037534102,6037534102,2018,1448,95,6.5607734
1400000US06037534201,6037534201,2018,1006,73,7.2564611
1400000US06037534202,6037534202,2018,1269,205,16.154453
1400000US06037534203,6037534203,2018,852,127,14.906103
1400000US06037534301,6037534301,2018,1100,68,6.181818
1400000US06037534302,6037534302,2018,983,45,4.5778232
1400000US06037534403,6037534403,2018,733,19,2.5920873
1400000US06037534404,6037534404,2018,965,88,9.1191711
1400000US06037534405,6037534405,2018,951,97,10.19979
1400000US06037534406,6037534406,2018,1086,43,3.9594843
1400000US06037534501,6037534501,2018,1186,81,6.8296795
1400000US06037534502,6037534502,2018,1002,33,3.2934132
1400000US06037534700,6037534700,2018,1003,77,7.6769691
1400000US06037534802,6037534802,2018,693,98,14.141414
1400000US06037534803,6037534803,2018,1173,130,11.082694
1400000US06037534804,6037534804,2018,876,71,8.1050224
1400000US06037534900,6037534900,2018,1491,127,8.5177736
1400000US06037535001,6037535001,2018,1030,66,6.4077668
1400000US06037535002,6037535002,2018,844,92,10.900474
1400000US06037535101,6037535101,2018,1797,157,8.736784
1400000US06037535102,6037535102,2018,1080,114,10.555555
1400000US06037535200,6037535200,2018,1309,118,9.0145149
1400000US06037535300,6037535300,2018,1426,94,6.5918655
1400000US06037535400,6037535400,2018,602,28,4.6511626
1400000US06037535501,6037535501,2018,984,169,17.174797
1400000US06037535502,6037535502,2018,1242,74,5.9581323
1400000US06037535503,6037535503,2018,621,102,16.425121
1400000US06037535603,6037535603,2018,955,81,8.4816751
1400000US06037535604,6037535604,2018,1017,39,3.8348083
1400000US06037535605,6037535605,2018,1109,213,19.206491
1400000US06037535606,6037535606,2018,483,96,19.875776
1400000US06037535607,6037535607,2018,1111,33,2.9702971
1400000US06037535701,6037535701,2018,1440,76,5.2777777
1400000US06037535702,6037535702,2018,1383,90,6.5075922
1400000US06037535802,6037535802,2018,1622,166,10.234279
1400000US06037535803,6037535803,2018,1113,59,5.3009882
1400000US06037535804,6037535804,2018,1361,27,1.9838355
1400000US06037535901,6037535901,2018,1440,89,6.1805553
1400000US06037535902,6037535902,2018,1547,106,6.8519716
1400000US06037536000,6037536000,2018,989,142,14.357937
1400000US06037536102,6037536102,2018,1073,63,5.8713884
1400000US06037536103,6037536103,2018,1471,177,12.032631
1400000US06037536104,6037536104,2018,1031,62,6.0135789
1400000US06037536201,6037536201,2018,1322,71,5.3706503
1400000US06037536202,6037536202,2018,805,41,5.0931678
1400000US06037540000,6037540000,2018,1256,84,6.6878982
1400000US06037540101,6037540101,2018,1499,76,5.0700469
1400000US06037540102,6037540102,2018,1551,61,3.9329464
1400000US06037540201,6037540201,2018,592,102,17.229731
1400000US06037540202,6037540202,2018,1622,163,10.049322
1400000US06037540203,6037540203,2018,1312,90,6.859756
1400000US06037540300,6037540300,2018,1177,64,5.4375529
1400000US06037540400,6037540400,2018,493,67,13.590263
1400000US06037540501,6037540501,2018,1100,61,5.5454545
1400000US06037540502,6037540502,2018,1477,247,16.723087
1400000US06037540600,6037540600,2018,1132,164,14.487633
1400000US06037540700,6037540700,2018,792,49,6.1868687
1400000US06037540800,6037540800,2018,1481,124,8.3727207
1400000US06037540901,6037540901,2018,1176,128,10.884354
1400000US06037540902,6037540902,2018,1454,123,8.4594221
1400000US06037541003,6037541003,2018,1367,61,4.462326
1400000US06037541100,6037541100,2018,931,110,11.815252
1400000US06037541200,6037541200,2018,1872,247,13.194445
1400000US06037541300,6037541300,2018,1497,76,5.0768204
1400000US06037541401,6037541401,2018,983,92,9.3591051
1400000US06037541402,6037541402,2018,594,55,9.2592592
1400000US06037541500,6037541500,2018,1371,116,8.4609776
1400000US06037541603,6037541603,2018,684,41,5.9941521
1400000US06037541604,6037541604,2018,1425,154,10.807017
1400000US06037541605,6037541605,2018,1252,83,6.6293931
1400000US06037541606,6037541606,2018,618,40,6.4724917
1400000US06037541700,6037541700,2018,1430,20,1.3986014
1400000US06037541801,6037541801,2018,1325,81,6.1132073
1400000US06037541802,6037541802,2018,1154,81,7.0190639
1400000US06037542000,6037542000,2018,1135,98,8.6343613
1400000US06037542103,6037542103,2018,861,51,5.9233451
1400000US06037542104,6037542104,2018,676,10,1.4792899
1400000US06037542105,6037542105,2018,1116,145,12.992831
1400000US06037542106,6037542106,2018,740,71,9.594595
1400000US06037542200,6037542200,2018,1623,129,7.9482441
1400000US06037542401,6037542401,2018,1236,93,7.524272
1400000US06037542402,6037542402,2018,785,59,7.5159235
1400000US06037542501,6037542501,2018,1217,109,8.9564505
1400000US06037542502,6037542502,2018,1315,177,13.460076
1400000US06037542601,6037542601,2018,665,83,12.481203
1400000US06037542602,6037542602,2018,1433,77,5.3733425
1400000US06037542700,6037542700,2018,1372,69,5.0291543
1400000US06037542800,6037542800,2018,948,71,7.4894514
1400000US06037542900,6037542900,2018,756,42,5.5555553
1400000US06037543000,6037543000,2018,1170,62,5.2991452
1400000US06037543100,6037543100,2018,1798,165,9.1768627
1400000US06037543201,6037543201,2018,919,15,1.6322089
1400000US06037543203,6037543203,2018,1434,119,8.2984657
1400000US06037543304,6037543304,2018,2023,32,1.5818092
1400000US06037543305,6037543305,2018,1030,25,2.4271846
1400000US06037543306,6037543306,2018,1663,65,3.9085989
1400000US06037543321,6037543321,2018,1586,70,4.413619
1400000US06037543322,6037543322,2018,2174,41,1.8859246
1400000US06037543400,6037543400,2018,964,26,2.6970954
1400000US06037543501,6037543501,2018,2092,168,8.0305929
1400000US06037543502,6037543502,2018,1388,94,6.7723341
1400000US06037543503,6037543503,2018,1778,79,4.4431944
1400000US06037543601,6037543601,2018,978,35,3.578732
1400000US06037543603,6037543603,2018,1511,33,2.183984
1400000US06037543605,6037543605,2018,1671,35,2.0945542
1400000US06037543606,6037543606,2018,1172,25,2.1331058
1400000US06037543607,6037543607,2018,685,19,2.7737226
1400000US06037543701,6037543701,2018,643,20,3.11042
1400000US06037543703,6037543703,2018,915,14,1.5300547
1400000US06037543704,6037543704,2018,923,31,3.3586133
1400000US06037543705,6037543705,2018,891,29,3.25477
1400000US06037543801,6037543801,2018,1412,67,4.7450423
1400000US06037543803,6037543803,2018,1113,53,4.7619047
1400000US06037543804,6037543804,2018,885,42,4.7457628
1400000US06037543903,6037543903,2018,1122,41,3.6541889
1400000US06037543905,6037543905,2018,965,54,5.5958548
1400000US06037544001,6037544001,2018,937,55,5.8697972
1400000US06037544002,6037544002,2018,1050,33,3.1428571
1400000US06037550101,6037550101,2018,821,36,4.3848963
1400000US06037550201,6037550201,2018,704,32,4.5454545
1400000US06037550202,6037550202,2018,1459,69,4.7292666
1400000US06037550301,6037550301,2018,1314,23,1.7503805
1400000US06037550501,6037550501,2018,773,13,1.6817594
1400000US06037550502,6037550502,2018,1542,25,1.6212711
1400000US06037550601,6037550601,2018,1675,76,4.5373135
1400000US06037550602,6037550602,2018,1235,27,2.1862347
1400000US06037550700,6037550700,2018,1831,32,1.7476789
1400000US06037550801,6037550801,2018,1189,60,5.0462575
1400000US06037550802,6037550802,2018,985,50,5.0761423
1400000US06037550901,6037550901,2018,1332,168,12.612613
1400000US06037550902,6037550902,2018,1889,99,5.2408681
1400000US06037551001,6037551001,2018,1297,34,2.621434
1400000US06037551002,6037551002,2018,875,23,2.6285715
1400000US06037551101,6037551101,2018,1185,100,8.4388189
1400000US06037551102,6037551102,2018,1669,93,5.5721989
1400000US06037551201,6037551201,2018,1133,84,7.4139452
1400000US06037551203,6037551203,2018,1129,24,2.1257751
1400000US06037551204,6037551204,2018,1059,23,2.1718602
1400000US06037551300,6037551300,2018,1760,166,9.431818
1400000US06037551401,6037551401,2018,1344,27,2.0089285
1400000US06037551402,6037551402,2018,1292,80,6.1919503
1400000US06037551501,6037551501,2018,1431,21,1.4675052
1400000US06037551502,6037551502,2018,1204,42,3.4883721
1400000US06037551700,6037551700,2018,1665,71,4.2642641
1400000US06037551801,6037551801,2018,1198,56,4.6744576
1400000US06037551802,6037551802,2018,1141,54,4.7326908
1400000US06037551900,6037551900,2018,1447,72,4.975812
1400000US06037552001,6037552001,2018,1005,60,5.970149
1400000US06037552002,6037552002,2018,920,62,6.7391305
1400000US06037552100,6037552100,2018,1874,288,15.368196
1400000US06037552200,6037552200,2018,1670,184,11.017964
1400000US06037552301,6037552301,2018,1246,33,2.6484752
1400000US06037552302,6037552302,2018,1273,112,8.7981148
1400000US06037552400,6037552400,2018,591,33,5.5837564
1400000US06037552601,6037552601,2018,1172,22,1.8771331
1400000US06037552602,6037552602,2018,1134,54,4.7619047
1400000US06037552700,6037552700,2018,1774,28,1.578354
1400000US06037552800,6037552800,2018,1636,71,4.3398533
1400000US06037552900,6037552900,2018,1812,108,5.9602647
1400000US06037553000,6037553000,2018,1252,27,2.1565495
1400000US06037553100,6037553100,2018,1903,47,2.4697845
1400000US06037553201,6037553201,2018,1088,22,2.0220587
1400000US06037553202,6037553202,2018,926,18,1.9438444
1400000US06037553300,6037553300,2018,974,19,1.9507186
1400000US06037553400,6037553400,2018,934,28,2.9978588
1400000US06037553502,6037553502,2018,1307,59,4.5141544
1400000US06037553503,6037553503,2018,758,34,4.4854879
1400000US06037553504,6037553504,2018,1400,106,7.5714288
1400000US06037553601,6037553601,2018,1388,96,6.9164267
1400000US06037553602,6037553602,2018,1390,111,7.9856114
1400000US06037553701,6037553701,2018,896,6,.66964287
1400000US06037553702,6037553702,2018,1155,71,6.1471863
1400000US06037553801,6037553801,2018,1078,41,3.8033395
1400000US06037553802,6037553802,2018,2027,262,12.925506
1400000US06037553901,6037553901,2018,1620,81,5
1400000US06037553902,6037553902,2018,1606,80,4.9813199
1400000US06037554001,6037554001,2018,1071,19,1.774043
1400000US06037554002,6037554002,2018,1666,109,6.5426168
1400000US06037554101,6037554101,2018,1033,91,8.8092937
1400000US06037554105,6037554105,2018,1472,127,8.627717
1400000US06037554106,6037554106,2018,1179,91,7.7184052
1400000US06037554201,6037554201,2018,1187,26,2.1903961
1400000US06037554203,6037554203,2018,1228,116,9.4462538
1400000US06037554204,6037554204,2018,1705,164,9.6187687
1400000US06037554301,6037554301,2018,1028,20,1.9455253
1400000US06037554302,6037554302,2018,1231,47,3.8180342
1400000US06037554403,6037554403,2018,1702,174,10.223267
1400000US06037554404,6037554404,2018,1325,31,2.3396227
1400000US06037554405,6037554405,2018,1163,75,6.4488392
1400000US06037554406,6037554406,2018,1619,62,3.8295243
1400000US06037554511,6037554511,2018,1203,17,1.4131339
1400000US06037554512,6037554512,2018,1911,18,.94191521
1400000US06037554513,6037554513,2018,823,29,3.5236938
1400000US06037554514,6037554514,2018,1427,36,2.5227749
1400000US06037554515,6037554515,2018,1102,55,4.9909258
1400000US06037554516,6037554516,2018,1176,16,1.3605442
1400000US06037554517,6037554517,2018,1434,17,1.1854951
1400000US06037554518,6037554518,2018,1669,10,.59916115
1400000US06037554519,6037554519,2018,1191,74,6.2132664
1400000US06037554521,6037554521,2018,1965,132,6.7175574
1400000US06037554522,6037554522,2018,1501,28,1.8654231
1400000US06037554600,6037554600,2018,1267,36,2.8413575
1400000US06037554700,6037554700,2018,1004,39,3.8844621
1400000US06037554801,6037554801,2018,745,23,3.0872483
1400000US06037554802,6037554802,2018,1731,161,9.3009825
1400000US06037554900,6037554900,2018,2117,148,6.991025
1400000US06037555001,6037555001,2018,1473,48,3.2586558
1400000US06037555002,6037555002,2018,1097,15,1.3673656
1400000US06037555105,6037555105,2018,1453,114,7.8458362
1400000US06037555106,6037555106,2018,1204,113,9.3853817
1400000US06037555107,6037555107,2018,1887,97,5.1404347
1400000US06037555202,6037555202,2018,1068,4,.37453184
1400000US06037555211,6037555211,2018,1414,152,10.749646
1400000US06037555212,6037555212,2018,1362,22,1.6152717
1400000US06037555300,6037555300,2018,1218,68,5.5829229
1400000US06037570001,6037570001,2018,1496,79,5.2807488
1400000US06037570002,6037570002,2018,904,25,2.7654867
1400000US06037570003,6037570003,2018,1330,36,2.7067668
1400000US06037570100,6037570100,2018,772,17,2.2020726
1400000US06037570202,6037570202,2018,1607,65,4.0448041
1400000US06037570203,6037570203,2018,1181,99,8.3827267
1400000US06037570204,6037570204,2018,1163,198,17.024935
1400000US06037570303,6037570303,2018,1187,96,8.087616
1400000US06037570304,6037570304,2018,1438,120,8.344924
1400000US06037570305,6037570305,2018,1363,85,6.2362437
1400000US06037570306,6037570306,2018,860,54,6.2790699
1400000US06037570402,6037570402,2018,955,31,3.2460732
1400000US06037570403,6037570403,2018,1130,86,7.6106195
1400000US06037570404,6037570404,2018,867,29,3.3448675
1400000US06037570502,6037570502,2018,1766,116,6.5685163
1400000US06037570503,6037570503,2018,752,32,4.2553191
1400000US06037570504,6037570504,2018,1320,57,4.318182
1400000US06037570601,6037570601,2018,1539,138,8.9668617
1400000US06037570602,6037570602,2018,1824,102,5.5921054
1400000US06037570603,6037570603,2018,1815,227,12.506887
1400000US06037570701,6037570701,2018,2531,162,6.4006324
1400000US06037570703,6037570703,2018,1122,49,4.3672013
1400000US06037570800,6037570800,2018,1711,68,3.9742839
1400000US06037570901,6037570901,2018,1836,19,1.0348583
1400000US06037570902,6037570902,2018,1198,46,3.8397329
1400000US06037571000,6037571000,2018,1977,21,1.0622154
1400000US06037571101,6037571101,2018,1477,68,4.6039267
1400000US06037571102,6037571102,2018,1283,9,.70148093
1400000US06037571201,6037571201,2018,1545,94,6.0841422
1400000US06037571202,6037571202,2018,1548,94,6.0723515
1400000US06037571300,6037571300,2018,1466,40,2.728513
1400000US06037571400,6037571400,2018,1524,94,6.1679792
1400000US06037571502,6037571502,2018,1750,157,8.9714289
1400000US06037571504,6037571504,2018,1839,119,6.4709082
1400000US06037571505,6037571505,2018,894,21,2.3489933
1400000US06037571600,6037571600,2018,819,305,37.240536
1400000US06037571701,6037571701,2018,1728,64,3.7037036
1400000US06037571703,6037571703,2018,1065,195,18.309858
1400000US06037571704,6037571704,2018,1214,106,8.7314663
1400000US06037571800,6037571800,2018,1357,56,4.12675
1400000US06037571900,6037571900,2018,2378,73,3.0698066
1400000US06037572001,6037572001,2018,2303,89,3.8645246
1400000US06037572201,6037572201,2018,2165,247,11.408776
1400000US06037572202,6037572202,2018,1101,55,4.9954586
1400000US06037572301,6037572301,2018,972,52,5.3497944
