geoid,geoid20,year,denom_occupied_housing,no_vehicle_count,no_vehicle_pct
1400000US06037188202,6037188202,2022,1288,13,1.0093168
1400000US06037188300,6037188300,2022,1327,98,7.3850789
1400000US06037189101,6037189101,2022,1218,183,15.024631
1400000US06037189102,6037189102,2022,1952,77,3.9446721
1400000US06037189201,6037189201,2022,1775,345,19.436619
1400000US06037189202,6037189202,2022,1367,67,4.9012437
1400000US06037189300,6037189300,2022,1398,93,6.6523604
1400000US06037189400,6037189400,2022,1540,36,2.3376622
1400000US06037189501,6037189501,2022,1447,96,6.6344161
1400000US06037189502,6037189502,2022,1259,361,28.67355
1400000US06037189600,6037189600,2022,2006,216,10.767697
1400000US06037189702,6037189702,2022,1363,256,18.782099
1400000US06037189703,6037189703,2022,1018,49,4.8133597
1400000US06037189704,6037189704,2022,811,7,.86313194
1400000US06037189801,6037189801,2022,1388,228,16.426514
1400000US06037189802,6037189802,2022,1105,156,14.117647
1400000US06037189903,6037189903,2022,1636,145,8.863081
1400000US06037189904,6037189904,2022,1453,238,16.379904
1400000US06037189905,6037189905,2022,1386,131,9.4516592
1400000US06037189906,6037189906,2022,1466,160,10.914052
1400000US06037189907,6037189907,2022,1357,162,11.938099
1400000US06037190101,6037190101,2022,1207,260,21.54101
1400000US06037190102,6037190102,2022,1460,130,8.90411
1400000US06037190201,6037190201,2022,1456,631,43.337914
1400000US06037190202,6037190202,2022,2205,899,40.770973
1400000US06037190302,6037190302,2022,1217,238,19.556286
1400000US06037190303,6037190303,2022,1564,727,46.483376
1400000US06037190401,6037190401,2022,1584,436,27.525253
1400000US06037190402,6037190402,2022,1161,190,16.365202
1400000US06037190510,6037190510,2022,1712,428,25
1400000US06037190520,6037190520,2022,1527,416,27.24296
1400000US06037190701,6037190701,2022,767,283,36.897003
1400000US06037190702,6037190702,2022,720,133,18.472221
1400000US06037190801,6037190801,2022,1338,434,32.436474
1400000US06037190802,6037190802,2022,1528,273,17.866491
1400000US06037190901,6037190901,2022,1227,351,28.606358
1400000US06037190902,6037190902,2022,1608,375,23.320896
1400000US06037191000,6037191000,2022,3071,552,17.974602
1400000US06037191110,6037191110,2022,1005,326,32.437813
1400000US06037191120,6037191120,2022,1524,292,19.160105
1400000US06037191201,6037191201,2022,1668,436,26.13909
1400000US06037191203,6037191203,2022,994,281,28.269617
1400000US06037191204,6037191204,2022,695,100,14.388489
1400000US06037191301,6037191301,2022,932,240,25.751074
1400000US06037191302,6037191302,2022,836,132,15.789474
1400000US06037191410,6037191410,2022,1341,357,26.621923
1400000US06037191420,6037191420,2022,1095,219,20
1400000US06037191500,6037191500,2022,1815,207,11.404959
1400000US06037191610,6037191610,2022,1417,348,24.558928
1400000US06037191620,6037191620,2022,912,169,18.530703
1400000US06037191710,6037191710,2022,1229,493,40.113914
1400000US06037191720,6037191720,2022,1407,520,36.958065
1400000US06037191810,6037191810,2022,1194,174,14.572865
1400000US06037191820,6037191820,2022,1935,253,13.074935
1400000US06037191901,6037191901,2022,2203,364,16.522923
1400000US06037191902,6037191902,2022,1553,33,2.1249194
1400000US06037192001,6037192001,2022,1056,248,23.484848
1400000US06037192002,6037192002,2022,1310,79,6.0305343
1400000US06037192300,6037192300,2022,1429,231,16.16515
1400000US06037192410,6037192410,2022,1891,90,4.7593865
1400000US06037192420,6037192420,2022,1379,145,10.514866
1400000US06037192510,6037192510,2022,1234,137,11.102107
1400000US06037192520,6037192520,2022,1574,138,8.7674713
1400000US06037192610,6037192610,2022,1469,302,20.558203
1400000US06037192620,6037192620,2022,1181,169,14.309907
1400000US06037192700,6037192700,2022,1258,277,22.019077
1400000US06037194101,6037194101,2022,1747,186,10.646823
1400000US06037194102,6037194102,2022,1240,86,6.9354839
1400000US06037194200,6037194200,2022,1663,30,1.8039688
1400000US06037194300,6037194300,2022,1385,10,.72202164
1400000US06037194401,6037194401,2022,1442,192,13.31484
1400000US06037194402,6037194402,2022,2119,108,5.0967436
1400000US06037194500,6037194500,2022,990,96,9.69697
1400000US06037195100,6037195100,2022,2177,84,3.858521
1400000US06037195201,6037195201,2022,1557,58,3.7251124
1400000US06037195202,6037195202,2022,1453,46,3.1658638
1400000US06037195300,6037195300,2022,1449,105,7.246377
1400000US06037195400,6037195400,2022,2316,192,8.2901554
1400000US06037195500,6037195500,2022,2387,179,7.4989529
1400000US06037195600,6037195600,2022,1180,138,11.694915
1400000US06037195710,6037195710,2022,1525,212,13.901639
1400000US06037195720,6037195720,2022,845,64,7.5739646
1400000US06037195802,6037195802,2022,1075,133,12.372093
1400000US06037195803,6037195803,2022,1046,129,12.332696
1400000US06037195804,6037195804,2022,1115,94,8.4304934
1400000US06037195901,6037195901,2022,1111,244,21.962196
1400000US06037195902,6037195902,2022,974,67,6.87885
1400000US06037195903,6037195903,2022,880,69,7.840909
1400000US06037197200,6037197200,2022,1193,119,9.9748535
1400000US06037197300,6037197300,2022,1759,189,10.744741
1400000US06037197410,6037197410,2022,1763,58,3.2898469
1400000US06037197420,6037197420,2022,1615,107,6.6253872
1400000US06037197500,6037197500,2022,1746,219,12.542955
1400000US06037197600,6037197600,2022,861,50,5.8072009
1400000US06037197700,6037197700,2022,2108,324,15.370019
1400000US06037199001,6037199001,2022,676,73,10.798817
1400000US06037199002,6037199002,2022,1065,111,10.422535
1400000US06037199110,6037199110,2022,777,107,13.770914
1400000US06037199120,6037199120,2022,1089,215,19.742884
1400000US06037199201,6037199201,2022,1116,290,25.985662
1400000US06037199202,6037199202,2022,898,203,22.605791
1400000US06037199300,6037199300,2022,1292,235,18.188854
1400000US06037199400,6037199400,2022,1495,155,10.367893
1400000US06037199700,6037199700,2022,1246,124,9.9518461
1400000US06037199801,6037199801,2022,910,154,16.923077
1400000US06037199802,6037199802,2022,601,46,7.6539102
1400000US06037199900,6037199900,2022,861,176,20.441347
1400000US06037201110,6037201110,2022,767,45,5.8670144
1400000US06037201120,6037201120,2022,1281,71,5.5425448
1400000US06037201200,6037201200,2022,753,58,7.7025232
1400000US06037201301,6037201301,2022,1077,144,13.370474
1400000US06037201302,6037201302,2022,1870,36,1.9251337
1400000US06037201401,6037201401,2022,1302,128,9.8310289
1400000US06037201402,6037201402,2022,1501,113,7.5283146
1400000US06037201501,6037201501,2022,1515,44,2.9042904
1400000US06037201503,6037201503,2022,992,117,11.794354
1400000US06037201504,6037201504,2022,624,25,4.0064101
1400000US06037201601,6037201601,2022,691,50,7.2358899
1400000US06037201602,6037201602,2022,735,63,8.5714283
1400000US06037201700,6037201700,2022,1449,62,4.2788129
1400000US06037203100,6037203100,2022,1257,123,9.785203
1400000US06037203200,6037203200,2022,1321,95,7.1915216
1400000US06037203300,6037203300,2022,471,101,21.443737
1400000US06037203500,6037203500,2022,973,199,20.452209
1400000US06037203601,6037203601,2022,818,74,9.0464544
1400000US06037203602,6037203602,2022,580,104,17.931034
1400000US06037203710,6037203710,2022,805,60,7.4534163
1400000US06037203720,6037203720,2022,1018,118,11.591355
1400000US06037203800,6037203800,2022,1245,270,21.686747
1400000US06037203900,6037203900,2022,687,46,6.6957788
1400000US06037204110,6037204110,2022,853,183,21.453693
1400000US06037204120,6037204120,2022,699,142,20.314735
1400000US06037204200,6037204200,2022,1039,157,15.110683
1400000US06037204300,6037204300,2022,1374,328,23.871906
1400000US06037204410,6037204410,2022,690,208,30.144928
1400000US06037204420,6037204420,2022,847,184,21.72373
1400000US06037204600,6037204600,2022,1148,166,14.45993
1400000US06037204700,6037204700,2022,1231,120,9.7481718
1400000US06037204810,6037204810,2022,1364,195,14.296187
1400000US06037204820,6037204820,2022,544,39,7.1691175
1400000US06037204910,6037204910,2022,953,242,25.393494
1400000US06037204920,6037204920,2022,687,103,14.992722
1400000US06037205110,6037205110,2022,856,122,14.252337
1400000US06037205120,6037205120,2022,904,172,19.026548
1400000US06037206010,6037206010,2022,1508,388,25.729443
1400000US06037206020,6037206020,2022,251,14,5.5776892
1400000US06037206050,6037206050,2022,768,184,23.958334
1400000US06037206051,6037206051,2022,882,42,4.7619047
1400000US06037206052,6037206052,2022,1790,176,9.8324022
1400000US06037206053,6037206053,2022,1152,369,32.03125
1400000US06037206054,6037206054,2022,625,69,11.04
1400000US06037206201,6037206201,2022,1189,247,20.77376
1400000US06037206202,6037206202,2022,1222,720,58.919804
1400000US06037206301,6037206301,2022,1142,948,83.01226
1400000US06037206302,6037206302,2022,651,511,78.494621
1400000US06037206303,6037206303,2022,558,462,82.7957
1400000US06037207101,6037207101,2022,1660,351,21.144579
1400000US06037207102,6037207102,2022,1499,355,23.682455
1400000US06037207103,6037207103,2022,896,314,35.044643
1400000US06037207303,6037207303,2022,1832,820,44.759827
1400000US06037207304,6037207304,2022,1614,1032,63.940521
1400000US06037207305,6037207305,2022,634,228,35.962147
1400000US06037207306,6037207306,2022,1512,677,44.775131
1400000US06037207307,6037207307,2022,1131,795,70.291779
1400000US06037207308,6037207308,2022,770,138,17.922077
1400000US06037207400,6037207400,2022,763,60,7.8636961
1400000US06037207501,6037207501,2022,1243,190,15.2856
1400000US06037207502,6037207502,2022,2463,1244,50.507511
1400000US06037207711,6037207711,2022,1574,217,13.786531
1400000US06037207712,6037207712,2022,2972,1042,35.060566
1400000US06037207901,6037207901,2022,2217,554,24.988724
1400000US06037207902,6037207902,2022,4519,591,13.078115
1400000US06037208001,6037208001,2022,1180,40,3.3898306
1400000US06037208002,6037208002,2022,1300,257,19.76923
1400000US06037208301,6037208301,2022,588,187,31.802721
1400000US06037208302,6037208302,2022,1743,537,30.80895
1400000US06037208401,6037208401,2022,1386,435,31.385281
1400000US06037208402,6037208402,2022,848,168,19.811321
1400000US06037208501,6037208501,2022,870,137,15.747127
1400000US06037208502,6037208502,2022,1463,365,24.948736
1400000US06037208610,6037208610,2022,1491,189,12.676056
1400000US06037208620,6037208620,2022,1591,266,16.719044
1400000US06037208710,6037208710,2022,2128,365,17.152256
1400000US06037208720,6037208720,2022,1526,528,34.600262
1400000US06037208801,6037208801,2022,1380,632,45.7971
1400000US06037208802,6037208802,2022,1408,485,34.446022
1400000US06037208902,6037208902,2022,683,377,55.197659
1400000US06037208903,6037208903,2022,1132,476,42.049469
1400000US06037208904,6037208904,2022,1349,817,60.563381
1400000US06037209103,6037209103,2022,1105,475,42.986423
1400000US06037209104,6037209104,2022,948,390,41.13924
1400000US06037209105,6037209105,2022,1049,516,49.189705
1400000US06037209106,6037209106,2022,1273,374,29.379419
1400000US06037209201,6037209201,2022,1863,239,12.828771
1400000US06037209202,6037209202,2022,556,168,30.215828
1400000US06037209300,6037209300,2022,2209,761,34.449978
1400000US06037209401,6037209401,2022,1546,750,48.512291
1400000US06037209402,6037209402,2022,1258,773,61.446739
1400000US06037209403,6037209403,2022,1506,911,60.491367
1400000US06037209510,6037209510,2022,935,182,19.46524
1400000US06037209520,6037209520,2022,947,411,43.400211
1400000US06037209810,6037209810,2022,756,257,33.994709
1400000US06037209820,6037209820,2022,790,206,26.075949
1400000US06037210010,6037210010,2022,1241,564,45.44722
1400000US06037211000,6037211000,2022,2123,37,1.7428168
1400000US06037211121,6037211121,2022,982,73,7.4338083
1400000US06037211122,6037211122,2022,1111,363,32.673267
1400000US06037211123,6037211123,2022,1047,169,16.141356
1400000US06037211124,6037211124,2022,2035,510,25.061424
1400000US06037211201,6037211201,2022,1044,121,11.590038
1400000US06037211202,6037211202,2022,956,321,33.577404
1400000US06037211310,6037211310,2022,1431,384,26.834381
1400000US06037211320,6037211320,2022,1218,561,46.059113
1400000US06037211410,6037211410,2022,1140,189,16.578947
1400000US06037211420,6037211420,2022,1328,326,24.548193
1400000US06037211500,6037211500,2022,1848,203,10.984848
1400000US06037211701,6037211701,2022,1245,80,6.425703
1400000US06037211703,6037211703,2022,2126,435,20.46096
1400000US06037211704,6037211704,2022,1653,385,23.290987
1400000US06037211802,6037211802,2022,2153,487,22.6196
1400000US06037211803,6037211803,2022,1652,210,12.711864
1400000US06037211804,6037211804,2022,1289,219,16.989914
1400000US06037211910,6037211910,2022,1922,374,19.458897
1400000US06037211921,6037211921,2022,934,225,24.089935
1400000US06037211922,6037211922,2022,1379,405,29.369108
1400000US06037212101,6037212101,2022,1520,407,26.776316
1400000US06037212102,6037212102,2022,1218,387,31.773399
1400000US06037212202,6037212202,2022,1282,429,33.463337
1400000US06037212203,6037212203,2022,1493,614,41.125252
1400000US06037212204,6037212204,2022,1460,382,26.164383
1400000US06037212303,6037212303,2022,1603,575,35.870243
1400000US06037212304,6037212304,2022,771,378,49.027237
1400000US06037212305,6037212305,2022,941,281,29.861849
1400000US06037212306,6037212306,2022,1107,195,17.615175
1400000US06037212410,6037212410,2022,1529,362,23.675606
1400000US06037212420,6037212420,2022,1124,387,34.430607
1400000US06037212501,6037212501,2022,905,255,28.176796
1400000US06037212502,6037212502,2022,1417,407,28.722654
1400000US06037212610,6037212610,2022,1917,233,12.154408
1400000US06037212620,6037212620,2022,1778,426,23.959505
1400000US06037212701,6037212701,2022,802,66,8.2294264
1400000US06037212702,6037212702,2022,1377,71,5.1561365
1400000US06037212800,6037212800,2022,1316,204,15.50152
1400000US06037212900,6037212900,2022,1485,366,24.646465
1400000US06037213100,6037213100,2022,1048,101,9.6374044
1400000US06037213201,6037213201,2022,1657,321,19.37236
1400000US06037213202,6037213202,2022,1228,277,22.557003
1400000US06037213310,6037213310,2022,917,135,14.721919
1400000US06037213320,6037213320,2022,956,299,31.27615
1400000US06037213401,6037213401,2022,1648,306,18.567961
1400000US06037213402,6037213402,2022,1735,296,17.060518
1400000US06037214000,6037214000,2022,1198,87,7.2621036
1400000US06037214100,6037214100,2022,1714,43,2.5087514
1400000US06037214400,6037214400,2022,1730,176,10.17341
1400000US06037214501,6037214501,2022,1651,148,8.9642639
1400000US06037214503,6037214503,2022,1517,150,9.8879366
1400000US06037214504,6037214504,2022,1697,191,11.255157
1400000US06037214505,6037214505,2022,935,49,5.2406416
1400000US06037214600,6037214600,2022,1272,99,7.7830191
1400000US06037214700,6037214700,2022,1209,75,6.203474
1400000US06037214800,6037214800,2022,1435,92,6.41115
1400000US06037214902,6037214902,2022,1473,76,5.1595383
1400000US06037214903,6037214903,2022,1085,145,13.364056
1400000US06037214904,6037214904,2022,847,19,2.2432113
1400000US06037215101,6037215101,2022,1835,364,19.836512
1400000US06037215102,6037215102,2022,2006,244,12.163509
1400000US06037216100,6037216100,2022,962,6,.62370062
1400000US06037216201,6037216201,2022,1427,37,2.5928521
1400000US06037216202,6037216202,2022,1375,16,1.1636363
1400000US06037216301,6037216301,2022,598,37,6.1872911
1400000US06037216302,6037216302,2022,1727,100,5.7903881
1400000US06037216401,6037216401,2022,1625,193,11.876923
1400000US06037216402,6037216402,2022,1214,145,11.943987
1400000US06037216700,6037216700,2022,1614,169,10.47088
1400000US06037216800,6037216800,2022,1413,78,5.5201697
1400000US06037216901,6037216901,2022,1289,54,4.1892939
1400000US06037216902,6037216902,2022,1187,112,9.4355516
1400000US06037217001,6037217001,2022,972,105,10.802469
1400000US06037217002,6037217002,2022,1904,155,8.1407566
1400000US06037217101,6037217101,2022,890,106,11.910112
1400000US06037217102,6037217102,2022,1232,125,10.146104
1400000US06037217200,6037217200,2022,1686,184,10.913404
1400000US06037218110,6037218110,2022,1247,209,16.760225
1400000US06037218120,6037218120,2022,1284,280,21.806854
1400000US06037218210,6037218210,2022,1222,235,19.23077
1400000US06037218220,6037218220,2022,1461,201,13.7577
1400000US06037218300,6037218300,2022,2166,199,9.1874418
1400000US06037218400,6037218400,2022,1331,146,10.969196
1400000US06037218500,6037218500,2022,970,132,13.608248
1400000US06037218600,6037218600,2022,1103,105,9.5194921
1400000US06037218701,6037218701,2022,838,148,17.661098
1400000US06037218702,6037218702,2022,848,74,8.7264147
1400000US06037218800,6037218800,2022,961,59,6.1394382
1400000US06037218900,6037218900,2022,2149,319,14.844113
1400000US06037219010,6037219010,2022,1018,97,9.5284872
1400000US06037219020,6037219020,2022,1250,120,9.6000004
1400000US06037219300,6037219300,2022,1400,67,4.7857141
1400000US06037219500,6037219500,2022,820,85,10.365853
1400000US06037219700,6037219700,2022,1330,104,7.8195491
1400000US06037219800,6037219800,2022,957,100,10.449321
1400000US06037219901,6037219901,2022,1535,192,12.508143
1400000US06037219902,6037219902,2022,1173,91,7.7578859
1400000US06037220000,6037220000,2022,2174,305,14.029439
1400000US06037220100,6037220100,2022,1108,200,18.050541
1400000US06037221110,6037221110,2022,1041,273,26.224783
1400000US06037221120,6037221120,2022,775,165,21.290323
1400000US06037221210,6037221210,2022,868,115,13.248848
1400000US06037221220,6037221220,2022,924,175,18.939394
1400000US06037221302,6037221302,2022,1160,290,25
1400000US06037221303,6037221303,2022,725,199,27.448277
1400000US06037221304,6037221304,2022,1157,166,14.34745
1400000US06037221401,6037221401,2022,1182,208,17.597292
1400000US06037221402,6037221402,2022,935,194,20.748663
1400000US06037221500,6037221500,2022,1089,331,30.394857
1400000US06037221601,6037221601,2022,990,219,22.121212
1400000US06037221602,6037221602,2022,864,142,16.435184
1400000US06037221710,6037221710,2022,921,279,30.293159
1400000US06037221810,6037221810,2022,907,253,27.894157
1400000US06037221820,6037221820,2022,967,294,30.403309
1400000US06037221900,6037221900,2022,948,336,35.443039
1400000US06037222001,6037222001,2022,950,96,10.105263
1400000US06037222002,6037222002,2022,1409,237,16.82044
1400000US06037222100,6037222100,2022,1175,144,12.25532
1400000US06037222200,6037222200,2022,1291,187,14.484896
1400000US06037222500,6037222500,2022,1177,96,8.1563301
1400000US06037222600,6037222600,2022,1679,305,18.165575
1400000US06037222700,6037222700,2022,151,36,23.841059
1400000US06037224010,6037224010,2022,1710,622,36.374268
1400000US06037224020,6037224020,2022,914,364,39.824944
1400000US06037224200,6037224200,2022,750,219,29.200001
1400000US06037224310,6037224310,2022,584,138,23.630136
1400000US06037224320,6037224320,2022,1107,334,30.171635
1400000US06037224410,6037224410,2022,1109,272,24.5266
1400000US06037224420,6037224420,2022,878,295,33.599091
1400000US06037224600,6037224600,2022,772,208,26.943005
1400000US06037224701,6037224701,2022,333,129,38.738739
1400000US06037224702,6037224702,2022,714,323,45.238094
1400000US06037226001,6037226001,2022,577,131,22.70364
1400000US06037226002,6037226002,2022,1194,533,44.639866
1400000US06037226410,6037226410,2022,843,191,22.657177
1400000US06037226420,6037226420,2022,1303,248,19.033001
1400000US06037226701,6037226701,2022,622,25,4.0192928
1400000US06037226702,6037226702,2022,872,103,11.811927
1400000US06037227010,6037227010,2022,1092,107,9.7985344
1400000US06037227020,6037227020,2022,766,31,4.0469975
1400000US06037228100,6037228100,2022,1182,62,5.245347
1400000US06037228210,6037228210,2022,1001,134,13.386614
1400000US06037228220,6037228220,2022,973,146,15.005138
1400000US06037228310,6037228310,2022,1085,219,20.184332
1400000US06037228320,6037228320,2022,740,51,6.891892
1400000US06037228410,6037228410,2022,716,51,7.1229053
1400000US06037228420,6037228420,2022,667,98,14.692654
1400000US06037228500,6037228500,2022,1157,156,13.483146
1400000US06037228600,6037228600,2022,1079,171,15.848007
1400000US06037228710,6037228710,2022,1045,116,11.100478
1400000US06037228720,6037228720,2022,1126,120,10.657193
1400000US06037228800,6037228800,2022,1278,165,12.910798
1400000US06037228900,6037228900,2022,874,152,17.391304
1400000US06037229100,6037229100,2022,1097,253,23.062899
1400000US06037229200,6037229200,2022,1204,121,10.049834
1400000US06037229300,6037229300,2022,1381,210,15.206372
1400000US06037229410,6037229410,2022,835,95,11.377246
1400000US06037229420,6037229420,2022,1031,159,15.421921
1400000US06037231100,6037231100,2022,687,207,30.131004
1400000US06037231210,6037231210,2022,1184,157,13.260135
1400000US06037231220,6037231220,2022,1393,502,36.037331
1400000US06037231301,6037231301,2022,788,108,13.705584
1400000US06037231302,6037231302,2022,820,62,7.5609756
1400000US06037231400,6037231400,2022,1517,235,15.491101
1400000US06037231500,6037231500,2022,1486,147,9.8923283
1400000US06037231601,6037231601,2022,738,41,5.5555553
1400000US06037231602,6037231602,2022,630,10,1.5873016
1400000US06037231603,6037231603,2022,745,123,16.510067
1400000US06037231710,6037231710,2022,1171,288,24.594364
1400000US06037231720,6037231720,2022,1464,410,28.005465
1400000US06037231800,6037231800,2022,1431,258,18.02935
1400000US06037231901,6037231901,2022,737,143,19.402985
1400000US06037231902,6037231902,2022,790,139,17.594936
1400000US06037232110,6037232110,2022,824,163,19.781553
1400000US06037232120,6037232120,2022,1469,250,17.018379
1400000US06037232200,6037232200,2022,861,193,22.415796
1400000US06037232300,6037232300,2022,1198,105,8.7646074
1400000US06037232401,6037232401,2022,1104,92,8.333333
1400000US06037232402,6037232402,2022,963,73,7.5804777
1400000US06037232500,6037232500,2022,1506,227,15.073041
1400000US06037232601,6037232601,2022,522,86,16.475096
1400000US06037232602,6037232602,2022,1346,189,14.041605
1400000US06037232701,6037232701,2022,538,67,12.453531
1400000US06037232702,6037232702,2022,1007,99,9.8311815
1400000US06037232800,6037232800,2022,936,152,16.239317
1400000US06037234001,6037234001,2022,977,106,10.84954
1400000US06037234002,6037234002,2022,1073,32,2.9822927
1400000US06037234200,6037234200,2022,1132,32,2.8268552
1400000US06037234301,6037234301,2022,999,139,13.913914
1400000US06037234302,6037234302,2022,1402,125,8.9158344
1400000US06037234501,6037234501,2022,878,60,6.8337131
1400000US06037234502,6037234502,2022,1125,239,21.244444
1400000US06037234600,6037234600,2022,1621,244,15.052437
1400000US06037234700,6037234700,2022,1241,125,10.072522
1400000US06037234800,6037234800,2022,1139,103,9.0430202
1400000US06037234901,6037234901,2022,1250,340,27.200001
1400000US06037234902,6037234902,2022,2016,810,40.17857
1400000US06037235100,6037235100,2022,1749,86,4.9170957
1400000US06037235201,6037235201,2022,969,78,8.0495358
1400000US06037235202,6037235202,2022,1688,375,22.215639
1400000US06037236001,6037236001,2022,1961,133,6.7822537
1400000US06037236101,6037236101,2022,1274,409,32.103611
1400000US06037236102,6037236102,2022,1849,247,13.358572
1400000US06037236203,6037236203,2022,1484,260,17.520216
1400000US06037236204,6037236204,2022,1199,281,23.436197
1400000US06037236205,6037236205,2022,1260,413,32.777779
1400000US06037236206,6037236206,2022,1280,192,15
1400000US06037236400,6037236400,2022,2072,172,8.301158
1400000US06037237101,6037237101,2022,959,183,19.082378
1400000US06037237102,6037237102,2022,994,229,23.038229
1400000US06037237201,6037237201,2022,1003,38,3.7886341
1400000US06037237202,6037237202,2022,1250,341,27.280001
1400000US06037237300,6037237300,2022,1826,282,15.443593
1400000US06037237401,6037237401,2022,1061,90,8.482564
1400000US06037237402,6037237402,2022,1042,178,17.082533
1400000US06037237500,6037237500,2022,760,189,24.868422
1400000US06037237600,6037237600,2022,1171,201,17.164816
1400000US06037237710,6037237710,2022,1075,68,6.3255816
1400000US06037237720,6037237720,2022,924,160,17.316017
1400000US06037237800,6037237800,2022,1173,11,.93776643
1400000US06037237900,6037237900,2022,1364,135,9.8973608
1400000US06037238000,6037238000,2022,2215,209,9.4356661
1400000US06037238100,6037238100,2022,2127,294,13.822285
1400000US06037238200,6037238200,2022,2189,442,20.191868
1400000US06037238310,6037238310,2022,1370,251,18.321167
1400000US06037238320,6037238320,2022,1125,291,25.866667
1400000US06037238400,6037238400,2022,1766,204,11.551529
1400000US06037239201,6037239201,2022,839,159,18.951132
1400000US06037239202,6037239202,2022,1213,179,14.756802
1400000US06037239310,6037239310,2022,924,158,17.099567
1400000US06037239320,6037239320,2022,789,132,16.730038
1400000US06037239330,6037239330,2022,738,99,13.414634
1400000US06037239501,6037239501,2022,985,135,13.705584
1400000US06037239502,6037239502,2022,836,59,7.0574164
1400000US06037239601,6037239601,2022,917,132,14.394766
1400000US06037239602,6037239602,2022,897,121,13.489409
1400000US06037239701,6037239701,2022,1093,73,6.6788654
1400000US06037239702,6037239702,2022,1118,152,13.595707
1400000US06037239801,6037239801,2022,953,114,11.962225
1400000US06037239802,6037239802,2022,1330,185,13.909775
1400000US06037240010,6037240010,2022,1034,285,27.562862
1400000US06037240020,6037240020,2022,1282,147,11.466458
1400000US06037240200,6037240200,2022,1490,242,16.241611
1400000US06037240301,6037240301,2022,912,154,16.885965
1400000US06037240302,6037240302,2022,704,49,6.9602275
1400000US06037240401,6037240401,2022,1579,207,13.109563
1400000US06037240402,6037240402,2022,1133,130,11.473963
1400000US06037240500,6037240500,2022,1665,194,11.651651
1400000US06037240600,6037240600,2022,1199,129,10.758965
1400000US06037240700,6037240700,2022,1633,127,7.7770972
1400000US06037240800,6037240800,2022,1077,186,17.270195
1400000US06037240901,6037240901,2022,562,21,3.7366548
1400000US06037240902,6037240902,2022,759,85,11.198946
1400000US06037241001,6037241001,2022,1122,32,2.8520498
1400000US06037241002,6037241002,2022,986,108,10.953347
1400000US06037241110,6037241110,2022,831,29,3.4897714
1400000US06037241120,6037241120,2022,1254,454,36.204147
1400000US06037241201,6037241201,2022,932,146,15.665236
1400000US06037241202,6037241202,2022,1635,266,16.269114
1400000US06037241300,6037241300,2022,722,88,12.188366
1400000US06037241400,6037241400,2022,947,125,13.199577
1400000US06037242000,6037242000,2022,1167,222,19.023136
1400000US06037242100,6037242100,2022,744,242,32.526882
1400000US06037242201,6037242201,2022,1008,118,11.706349
1400000US06037242202,6037242202,2022,758,169,22.295515
1400000US06037242300,6037242300,2022,1292,266,20.588236
1400000US06037242600,6037242600,2022,1373,589,42.898762
1400000US06037242700,6037242700,2022,1288,200,15.52795
1400000US06037243001,6037243001,2022,765,0,0
1400000US06037243002,6037243002,2022,582,0,0
1400000US06037243100,6037243100,2022,1516,239,15.765171
1400000US06037261102,6037261102,2022,1382,13,.94066572
1400000US06037261103,6037261103,2022,719,48,6.6759386
1400000US06037261104,6037261104,2022,622,39,6.2700963
1400000US06037261200,6037261200,2022,1606,35,2.1793275
1400000US06037262100,6037262100,2022,1001,26,2.5974026
1400000US06037262200,6037262200,2022,1697,41,2.4160283
1400000US06037262301,6037262301,2022,828,15,1.8115942
1400000US06037262302,6037262302,2022,1316,88,6.6869302
1400000US06037262303,6037262303,2022,1042,9,.86372364
1400000US06037262400,6037262400,2022,1068,63,5.8988762
1400000US06037262501,6037262501,2022,1328,20,1.5060241
1400000US06037262601,6037262601,2022,1238,19,1.5347334
1400000US06037262604,6037262604,2022,2177,80,3.6747818
1400000US06037262704,6037262704,2022,1532,48,3.1331592
1400000US06037262706,6037262706,2022,1266,42,3.3175356
1400000US06037262802,6037262802,2022,1441,30,2.0818875
1400000US06037264000,6037264000,2022,1211,8,.66061109
1400000US06037264102,6037264102,2022,1654,139,8.4038696
1400000US06037264103,6037264103,2022,1549,54,3.48612
1400000US06037264303,6037264303,2022,1515,65,4.2904291
1400000US06037264304,6037264304,2022,1310,51,3.8931298
1400000US06037264305,6037264305,2022,1812,73,4.0286975
1400000US06037264306,6037264306,2022,862,57,6.6125288
1400000US06037265100,6037265100,2022,1280,318,24.84375
1400000US06037265201,6037265201,2022,837,112,13.381123
1400000US06037265203,6037265203,2022,1069,203,18.98971
1400000US06037265204,6037265204,2022,681,187,27.459618
1400000US06037265301,6037265301,2022,0,0,
1400000US06037265303,6037265303,2022,1513,340,22.47191
1400000US06037265304,6037265304,2022,941,293,31.137089
1400000US06037265306,6037265306,2022,471,140,29.723991
1400000US06037265307,6037265307,2022,1038,371,35.74181
1400000US06037265410,6037265410,2022,642,0,0
1400000US06037265420,6037265420,2022,607,40,6.5897861
1400000US06037265521,6037265521,2022,1083,97,8.9566021
1400000US06037265522,6037265522,2022,970,203,20.927835
1400000US06037265523,6037265523,2022,1309,0,0
1400000US06037265524,6037265524,2022,1308,23,1.7584097
1400000US06037265601,6037265601,2022,1402,121,8.6305275
1400000US06037265602,6037265602,2022,1542,199,12.905317
1400000US06037265701,6037265701,2022,812,14,1.7241379
1400000US06037265702,6037265702,2022,1510,118,7.8145695
1400000US06037267101,6037267101,2022,1411,136,9.6385546
