geoid,geoid20,year,denom_total_hh,med_hh_inc_adj,med_hh_inc
1400000US06037209810,6037209810,2016,707,37135,29250
1400000US06037209820,6037209820,2016,835,27831,21921
1400000US06037210010,6037210010,2016,1270,30880,24323
1400000US06037211000,6037211000,2016,1745,171737,135270
1400000US06037211121,6037211121,2016,877,57604,45372
1400000US06037211122,6037211122,2016,1259,56893,44812
1400000US06037211123,6037211123,2016,735,50854,40056
1400000US06037211124,6037211124,2016,1686,50854,40056
1400000US06037211201,6037211201,2016,896,50302,39621
1400000US06037211202,6037211202,2016,914,42228,33261
1400000US06037211310,6037211310,2016,1301,40799,32136
1400000US06037211320,6037211320,2016,1203,38110,30018
1400000US06037211410,6037211410,2016,1137,48058,37853
1400000US06037211420,6037211420,2016,1303,47754,37614
1400000US06037211500,6037211500,2016,1754,66087,52054
1400000US06037211701,6037211701,2016,1144,79458,62586
1400000US06037211703,6037211703,2016,2057,50813,40023
1400000US06037211704,6037211704,2016,1611,43551,34303
1400000US06037211802,6037211802,2016,2217,47032,37045
1400000US06037211803,6037211803,2016,1624,50580,39840
1400000US06037211804,6037211804,2016,1323,40925,32235
1400000US06037211910,6037211910,2016,1690,52434,41300
1400000US06037211921,6037211921,2016,1030,44545,35086
1400000US06037211922,6037211922,2016,1349,52959,41714
1400000US06037212101,6037212101,2016,1358,54823,43182
1400000US06037212102,6037212102,2016,1232,37925,29872
1400000US06037212202,6037212202,2016,1209,43642,34375
1400000US06037212203,6037212203,2016,1273,27202,21426
1400000US06037212204,6037212204,2016,1253,31872,25104
1400000US06037212303,6037212303,2016,1280,36866,29038
1400000US06037212304,6037212304,2016,817,33016,26005
1400000US06037212305,6037212305,2016,1026,41821,32941
1400000US06037212306,6037212306,2016,1153,40809,32144
1400000US06037212410,6037212410,2016,1721,47879,37712
1400000US06037212420,6037212420,2016,1201,44699,35208
1400000US06037212501,6037212501,2016,1021,45842,36108
1400000US06037212502,6037212502,2016,1311,50814,40024
1400000US06037212610,6037212610,2016,1829,45776,36056
1400000US06037212620,6037212620,2016,1876,42997,33867
1400000US06037212701,6037212701,2016,773,55445,43672
1400000US06037212702,6037212702,2016,1433,83889,66076
1400000US06037212800,6037212800,2016,1473,58394,45995
1400000US06037212900,6037212900,2016,1559,51223,40346
1400000US06037213100,6037213100,2016,960,50783,40000
1400000US06037213201,6037213201,2016,1514,36884,29052
1400000US06037213202,6037213202,2016,1302,42912,33800
1400000US06037213310,6037213310,2016,1154,46661,36753
1400000US06037213320,6037213320,2016,963,36212,28523
1400000US06037213401,6037213401,2016,1745,39889,31419
1400000US06037213402,6037213402,2016,1502,42402,33398
1400000US06037214000,6037214000,2016,1330,103202,81288
1400000US06037214100,6037214100,2016,1750,131190,103333
1400000US06037214400,6037214400,2016,1649,84938,66902
1400000US06037214501,6037214501,2016,1531,112335,88482
1400000US06037214503,6037214503,2016,1518,86490,68125
1400000US06037214504,6037214504,2016,1294,93698,73802
1400000US06037214505,6037214505,2016,1203,93698,73802
1400000US06037214600,6037214600,2016,1338,107426,84615
1400000US06037214700,6037214700,2016,1233,118164,93073
1400000US06037214800,6037214800,2016,1421,118794,93569
1400000US06037214902,6037214902,2016,1627,95536,75250
1400000US06037214903,6037214903,2016,928,77898,61357
1400000US06037214904,6037214904,2016,1198,77898,61357
1400000US06037215101,6037215101,2016,1666,68980,54333
1400000US06037215102,6037215102,2016,2048,74928,59018
1400000US06037216100,6037216100,2016,1060,122581,96552
1400000US06037216201,6037216201,2016,1278,103410,81452
1400000US06037216202,6037216202,2016,1390,103410,81452
1400000US06037216301,6037216301,2016,1020,106725,84063
1400000US06037216302,6037216302,2016,1282,106725,84063
1400000US06037216401,6037216401,2016,2042,68182,53704
1400000US06037216402,6037216402,2016,1417,90818,71534
1400000US06037216700,6037216700,2016,1596,88354,69593
1400000US06037216800,6037216800,2016,1438,104186,82063
1400000US06037216901,6037216901,2016,1579,66351,52262
1400000US06037216902,6037216902,2016,879,66351,52262
1400000US06037217001,6037217001,2016,1031,92190,72614
1400000US06037217002,6037217002,2016,2307,90404,71208
1400000US06037217101,6037217101,2016,1035,79240,62414
1400000US06037217102,6037217102,2016,1312,79240,62414
1400000US06037217200,6037217200,2016,1608,66559,52426
1400000US06037218110,6037218110,2016,1178,52798,41587
1400000US06037218120,6037218120,2016,1446,43500,34263
1400000US06037218210,6037218210,2016,1128,42920,33806
1400000US06037218220,6037218220,2016,1603,52403,41276
1400000US06037218300,6037218300,2016,2137,52829,41611
1400000US06037218400,6037218400,2016,1416,46552,36667
1400000US06037218500,6037218500,2016,996,51942,40913
1400000US06037218600,6037218600,2016,1050,61665,48571
1400000US06037218701,6037218701,2016,856,66808,52622
1400000US06037218702,6037218702,2016,807,44854,35330
1400000US06037218800,6037218800,2016,903,58652,46198
1400000US06037218900,6037218900,2016,2039,43552,34304
1400000US06037219010,6037219010,2016,845,62950,49583
1400000US06037219020,6037219020,2016,1433,49306,38836
1400000US06037219300,6037219300,2016,1469,38062,29980
1400000US06037219500,6037219500,2016,723,72666,57236
1400000US06037219700,6037219700,2016,1354,56887,44808
1400000US06037219800,6037219800,2016,1026,37294,29375
1400000US06037219901,6037219901,2016,1442,36622,28846
1400000US06037219902,6037219902,2016,1202,49966,39356
1400000US06037220000,6037220000,2016,2020,55015,43333
1400000US06037220100,6037220100,2016,1053,50355,39663
1400000US06037221110,6037221110,2016,1061,38666,30456
1400000US06037221120,6037221120,2016,854,40486,31889
1400000US06037221210,6037221210,2016,880,45939,36184
1400000US06037221220,6037221220,2016,1020,45470,35815
1400000US06037221302,6037221302,2016,1383,44623,35148
1400000US06037221303,6037221303,2016,768,35707,28125
1400000US06037221304,6037221304,2016,1111,51986,40947
1400000US06037221401,6037221401,2016,1253,27851,21937
1400000US06037221402,6037221402,2016,925,37225,29321
1400000US06037221500,6037221500,2016,1194,40637,32008
1400000US06037221601,6037221601,2016,899,43825,34519
1400000US06037221602,6037221602,2016,868,32533,25625
1400000US06037221710,6037221710,2016,908,38501,30326
1400000US06037221810,6037221810,2016,884,17854,14063
1400000US06037221820,6037221820,2016,969,21231,16723
1400000US06037221900,6037221900,2016,860,15571,12265
1400000US06037222001,6037222001,2016,901,63706,50179
1400000US06037222002,6037222002,2016,1325,53870,42431
1400000US06037222100,6037222100,2016,1160,44008,34663
1400000US06037222200,6037222200,2016,1187,43346,34142
1400000US06037222500,6037222500,2016,1348,42568,33529
1400000US06037222600,6037222600,2016,1628,33248,26188
1400000US06037222700,6037222700,2016,148,8914,7021
1400000US06037224010,6037224010,2016,1224,25361,19976
1400000US06037224020,6037224020,2016,889,28102,22135
1400000US06037224200,6037224200,2016,718,32396,25517
1400000US06037224310,6037224310,2016,652,38088,30000
1400000US06037224320,6037224320,2016,1067,37755,29738
1400000US06037224410,6037224410,2016,1054,33748,26582
1400000US06037224420,6037224420,2016,733,28646,22563
1400000US06037224600,6037224600,2016,785,42515,33487
1400000US06037224701,6037224701,2016,361,12749,10042
1400000US06037224702,6037224702,2016,606,12749,10042
1400000US06037226001,6037226001,2016,491,48358,38090
1400000US06037226002,6037226002,2016,968,37294,29375
1400000US06037226410,6037226410,2016,861,45991,36225
1400000US06037226420,6037226420,2016,1280,36793,28980
1400000US06037226701,6037226701,2016,665,40670,32034
1400000US06037226702,6037226702,2016,719,40670,32034
1400000US06037227010,6037227010,2016,1075,40671,32035
1400000US06037227020,6037227020,2016,735,43642,34375
1400000US06037228100,6037228100,2016,974,55923,44048
1400000US06037228210,6037228210,2016,998,38617,30417
1400000US06037228220,6037228220,2016,901,40045,31542
1400000US06037228310,6037228310,2016,1021,44175,34795
1400000US06037228320,6037228320,2016,708,31740,25000
1400000US06037228410,6037228410,2016,730,44776,35268
1400000US06037228420,6037228420,2016,726,36089,28426
1400000US06037228500,6037228500,2016,1119,38212,30098
1400000US06037228600,6037228600,2016,1063,42650,33594
1400000US06037228710,6037228710,2016,953,35171,27703
1400000US06037228720,6037228720,2016,981,42515,33487
1400000US06037228800,6037228800,2016,1200,37252,29342
1400000US06037228900,6037228900,2016,700,18103,14259
1400000US06037229100,6037229100,2016,975,53980,42518
1400000US06037229200,6037229200,2016,1125,32499,25598
1400000US06037229300,6037229300,2016,1278,39413,31044
1400000US06037229410,6037229410,2016,791,32386,25509
1400000US06037229420,6037229420,2016,1055,39588,31182
1400000US06037231100,6037231100,2016,664,33327,26250
1400000US06037231210,6037231210,2016,1151,32956,25958
1400000US06037231220,6037231220,2016,1203,30748,24219
1400000US06037231301,6037231301,2016,584,38015,29943
1400000US06037231302,6037231302,2016,1057,38015,29943
1400000US06037231400,6037231400,2016,1518,45469,35814
1400000US06037231500,6037231500,2016,1448,58925,46413
1400000US06037231601,6037231601,2016,656,45363,35731
1400000US06037231602,6037231602,2016,647,45363,35731
1400000US06037231603,6037231603,2016,658,45363,35731
1400000US06037231710,6037231710,2016,1166,24747,19492
1400000US06037231720,6037231720,2016,1550,37799,29773
1400000US06037231800,6037231800,2016,1256,34384,27083
1400000US06037231901,6037231901,2016,617,32824,25854
1400000US06037231902,6037231902,2016,817,32824,25854
1400000US06037232110,6037232110,2016,842,32153,25326
1400000US06037232120,6037232120,2016,1305,39532,31138
1400000US06037232200,6037232200,2016,871,40231,31688
1400000US06037232300,6037232300,2016,1086,52194,41111
1400000US06037232401,6037232401,2016,973,44773,35266
1400000US06037232402,6037232402,2016,927,44773,35266
1400000US06037232500,6037232500,2016,1359,39713,31280
1400000US06037232601,6037232601,2016,597,34771,27388
1400000US06037232602,6037232602,2016,1202,34771,27388
1400000US06037232701,6037232701,2016,591,35707,28125
1400000US06037232702,6037232702,2016,966,35707,28125
1400000US06037232800,6037232800,2016,936,37745,29730
1400000US06037234001,6037234001,2016,1086,66312,52231
1400000US06037234002,6037234002,2016,906,66312,52231
1400000US06037234200,6037234200,2016,1114,67026,52794
1400000US06037234301,6037234301,2016,1394,44077,34718
1400000US06037234302,6037234302,2016,1014,44077,34718
1400000US06037234501,6037234501,2016,913,47857,37695
1400000US06037234502,6037234502,2016,1162,38708,30489
1400000US06037234600,6037234600,2016,1717,46498,36625
1400000US06037234700,6037234700,2016,1462,42259,33286
1400000US06037234800,6037234800,2016,1141,65274,51414
1400000US06037234901,6037234901,2016,1049,21373,16835
1400000US06037234902,6037234902,2016,1446,32692,25750
1400000US06037235100,6037235100,2016,1739,88241,69504
1400000US06037235201,6037235201,2016,937,48562,38250
1400000US06037235202,6037235202,2016,1877,32956,25958
1400000US06037236001,6037236001,2016,1185,99170,78112
1400000US06037236101,6037236101,2016,1633,27803,21899
1400000US06037236102,6037236102,2016,1286,27803,21899
1400000US06037236203,6037236203,2016,1483,36871,29042
1400000US06037236204,6037236204,2016,1256,29480,23220
1400000US06037236205,6037236205,2016,951,34213,26948
1400000US06037236206,6037236206,2016,1566,34213,26948
1400000US06037236400,6037236400,2016,1989,76524,60275
1400000US06037237101,6037237101,2016,1057,31548,24849
1400000US06037237102,6037237102,2016,892,36954,29107
1400000US06037237201,6037237201,2016,1005,48724,38378
1400000US06037237202,6037237202,2016,1349,46335,36496
1400000US06037237300,6037237300,2016,1830,40883,32202
1400000US06037237401,6037237401,2016,1022,39626,31212
1400000US06037237402,6037237402,2016,972,45864,36125
1400000US06037237500,6037237500,2016,820,31505,24815
1400000US06037237600,6037237600,2016,1177,39674,31250
1400000US06037237710,6037237710,2016,1007,32037,25234
1400000US06037237720,6037237720,2016,826,31251,24615
1400000US06037237800,6037237800,2016,1212,46799,36862
1400000US06037237900,6037237900,2016,1325,50117,39475
1400000US06037238000,6037238000,2016,1992,61122,48143
1400000US06037238100,6037238100,2016,1754,53493,42134
1400000US06037238200,6037238200,2016,2222,48244,38000
1400000US06037238310,6037238310,2016,1371,30938,24369
1400000US06037238320,6037238320,2016,1109,31003,24420
1400000US06037238400,6037238400,2016,1765,66064,52036
1400000US06037239201,6037239201,2016,883,39674,31250
1400000US06037239202,6037239202,2016,1026,41448,32647
1400000US06037239310,6037239310,2016,1007,40430,31845
1400000US06037239320,6037239320,2016,850,49897,39302
1400000US06037239330,6037239330,2016,696,46427,36569
1400000US06037239501,6037239501,2016,898,39357,31000
1400000US06037239502,6037239502,2016,852,36501,28750
1400000US06037239601,6037239601,2016,848,43771,34477
1400000US06037239602,6037239602,2016,849,37096,29219
1400000US06037239701,6037239701,2016,1043,39249,30915
1400000US06037239702,6037239702,2016,1052,34845,27446
1400000US06037239801,6037239801,2016,834,36308,28598
1400000US06037239802,6037239802,2016,1301,47786,37639
1400000US06037240010,6037240010,2016,977,37045,29179
1400000US06037240020,6037240020,2016,1270,48767,38412
1400000US06037240200,6037240200,2016,1398,33564,26437
1400000US06037240301,6037240301,2016,872,34437,27125
1400000US06037240302,6037240302,2016,640,34437,27125
1400000US06037240401,6037240401,2016,1358,35443,27917
1400000US06037240402,6037240402,2016,1115,42273,33297
1400000US06037240500,6037240500,2016,1554,40119,31600
1400000US06037240600,6037240600,2016,1263,43471,34240
1400000US06037240700,6037240700,2016,1674,49850,39265
1400000US06037240800,6037240800,2016,1063,46657,36750
1400000US06037240901,6037240901,2016,446,40478,31883
1400000US06037240902,6037240902,2016,913,40478,31883
1400000US06037241001,6037241001,2016,1135,43789,34491
1400000US06037241002,6037241002,2016,968,47927,37750
1400000US06037241110,6037241110,2016,773,42502,33477
1400000US06037241120,6037241120,2016,1252,34727,27353
1400000US06037241201,6037241201,2016,841,52948,41705
1400000US06037241202,6037241202,2016,1363,39987,31496
1400000US06037241300,6037241300,2016,692,39021,30735
1400000US06037241400,6037241400,2016,880,36866,29038
1400000US06037242000,6037242000,2016,1066,38953,30682
1400000US06037242100,6037242100,2016,870,22696,17877
1400000US06037242201,6037242201,2016,808,39097,30795
1400000US06037242202,6037242202,2016,796,39097,30795
1400000US06037242300,6037242300,2016,1195,39614,31202
1400000US06037242600,6037242600,2016,1284,18387,14483
1400000US06037242700,6037242700,2016,1216,44082,34722
1400000US06037243001,6037243001,2016,653,53027,41767
1400000US06037243002,6037243002,2016,738,53102,41826
1400000US06037243100,6037243100,2016,1388,30087,23698
1400000US06037261102,6037261102,2016,1617,210592,165875
1400000US06037261103,6037261103,2016,460,256474,202014
1400000US06037261104,6037261104,2016,1016,256474,202014
1400000US06037261200,6037261200,2016,1712,198372,156250
1400000US06037262100,6037262100,2016,1148,213809,168409
1400000US06037262200,6037262200,2016,1819,246143,193877
1400000US06037262301,6037262301,2016,923,269257,212083
1400000US06037262302,6037262302,2016,1191,197495,155559
1400000US06037262303,6037262303,2016,1082,249836,196786
1400000US06037262501,6037262501,2016,1467,213889,168472
1400000US06037262601,6037262601,2016,1331,243284,191625
1400000US06037262604,6037262604,2016,2627,210734,165987
1400000US06037262704,6037262704,2016,1487,127544,100461
1400000US06037262706,6037262706,2016,1399,233154,183646
1400000US06037262802,6037262802,2016,1387,266513,209922
1400000US06037264000,6037264000,2016,1188,284599,224167
1400000US06037264102,6037264102,2016,1550,120918,95242
1400000US06037264103,6037264103,2016,1494,110383,86944
1400000US06037264303,6037264303,2016,1553,111120,87525
1400000US06037264304,6037264304,2016,1461,111120,87525
1400000US06037264305,6037264305,2016,2284,115258,90784
1400000US06037264306,6037264306,2016,606,114821,90440
1400000US06037265100,6037265100,2016,1442,123586,97344
1400000US06037265201,6037265201,2016,914,94161,74167
1400000US06037265203,6037265203,2016,1008,104854,82589
1400000US06037265204,6037265204,2016,862,104854,82589
1400000US06037265303,6037265303,2016,1449,18833,14834
1400000US06037265304,6037265304,2016,943,21900,17250
1400000US06037265306,6037265306,2016,523,33099,26071
1400000US06037265307,6037265307,2016,1219,33099,26071
1400000US06037265410,6037265410,2016,616,164845,129842
1400000US06037265420,6037265420,2016,744,211386,166500
1400000US06037265521,6037265521,2016,790,53774,42356
1400000US06037265522,6037265522,2016,1524,53774,42356
1400000US06037265523,6037265523,2016,972,117015,92168
1400000US06037265524,6037265524,2016,1231,117015,92168
1400000US06037265601,6037265601,2016,1423,117238,92344
1400000US06037265602,6037265602,2016,1511,138447,109049
1400000US06037265701,6037265701,2016,1757,109502,86250
1400000US06037265702,6037265702,2016,769,109502,86250
1400000US06037267101,6037267101,2016,1329,109884,86551
1400000US06037267102,6037267102,2016,1699,109884,86551
1400000US06037267201,6037267201,2016,1405,102783,80958
1400000US06037267202,6037267202,2016,1348,102783,80958
1400000US06037267300,6037267300,2016,2147,68499,53954
1400000US06037267403,6037267403,2016,1690,101765,80156
1400000US06037267404,6037267404,2016,1544,89596,70571
1400000US06037267405,6037267405,2016,1334,85142,67063
1400000US06037267406,6037267406,2016,1344,85142,67063
1400000US06037267502,6037267502,2016,1612,86150,67857
1400000US06037267503,6037267503,2016,1151,85035,66979
1400000US06037267504,6037267504,2016,1494,85035,66979
1400000US06037267600,6037267600,2016,1237,89953,70852
1400000US06037267700,6037267700,2016,1705,102615,80826
1400000US06037267800,6037267800,2016,1198,97486,76786
1400000US06037267901,6037267901,2016,1457,152614,120208
1400000US06037267902,6037267902,2016,1566,144520,113833
1400000US06037269000,6037269000,2016,2316,157192,123814
1400000US06037269100,6037269100,2016,1899,104543,82344
1400000US06037269300,6037269300,2016,1527,195661,154114
1400000US06037269500,6037269500,2016,1411,206014,162269
1400000US06037269601,6037269601,2016,1058,52476,41333
1400000US06037269602,6037269602,2016,1109,67555,53210
1400000US06037269700,6037269700,2016,1681,84467,66531
1400000US06037269800,6037269800,2016,1619,68860,54238
1400000US06037269903,6037269903,2016,1702,73795,58125
1400000US06037269905,6037269905,2016,1367,75930,59807
1400000US06037269906,6037269906,2016,1526,90079,70952
1400000US06037269907,6037269907,2016,1407,72915,57432
1400000US06037269908,6037269908,2016,1031,74719,58853
1400000US06037269909,6037269909,2016,1046,74719,58853
1400000US06037270101,6037270101,2016,1644,63337,49888
1400000US06037270102,6037270102,2016,862,63337,49888
1400000US06037270200,6037270200,2016,1187,66917,52708
1400000US06037270300,6037270300,2016,951,87422,68859
1400000US06037271100,6037271100,2016,950,116379,91667
1400000US06037271200,6037271200,2016,1203,83705,65931
1400000US06037271300,6037271300,2016,2034,98953,77941
1400000US06037271400,6037271400,2016,1340,125621,98947
1400000US06037271500,6037271500,2016,1407,104917,82639
1400000US06037271600,6037271600,2016,1866,98763,77792
1400000US06037271702,6037271702,2016,1867,71771,56531
1400000US06037271703,6037271703,2016,1280,100309,79009
1400000US06037271704,6037271704,2016,1534,100309,79009
1400000US06037271801,6037271801,2016,1680,75021,59091
1400000US06037271803,6037271803,2016,1080,76949,60610
1400000US06037271804,6037271804,2016,1647,76949,60610
1400000US06037271901,6037271901,2016,1318,103154,81250
1400000US06037271902,6037271902,2016,1803,88411,69638
1400000US06037272100,6037272100,2016,1758,107352,84557
1400000US06037272201,6037272201,2016,1164,77387,60955
1400000US06037272202,6037272202,2016,1624,81429,64138
1400000US06037272301,6037272301,2016,1262,82599,65060
1400000US06037272302,6037272302,2016,1940,64577,50865
1400000US06037273100,6037273100,2016,1000,160512,126429
1400000US06037273200,6037273200,2016,1545,103425,81464
1400000US06037273300,6037273300,2016,1624,78693,61983
1400000US06037273403,6037273403,2016,1213,53345,42018
1400000US06037273404,6037273404,2016,658,53345,42018
1400000US06037273502,6037273502,2016,1647,82805,65222
1400000US06037273600,6037273600,2016,1145,151670,119464
1400000US06037273700,6037273700,2016,1230,109919,86579
1400000US06037273800,6037273800,2016,1576,117436,92500
1400000US06037273902,6037273902,2016,2227,124754,98264
1400000US06037274100,6037274100,2016,2177,134690,106090
1400000US06037274202,6037274202,2016,2352,127412,100357
1400000US06037275101,6037275101,2016,489,83028,65398
1400000US06037275102,6037275102,2016,1296,53584,42206
1400000US06037275200,6037275200,2016,1621,67071,52829
1400000US06037275311,6037275311,2016,2360,109502,86250
1400000US06037275312,6037275312,2016,1158,106328,83750
1400000US06037275313,6037275313,2016,1378,106328,83750
1400000US06037275400,6037275400,2016,1853,147960,116542
1400000US06037275500,6037275500,2016,1771,48584,38268
1400000US06037275603,6037275603,2016,1187,91010,71685
1400000US06037275604,6037275604,2016,2421,135321,106587
1400000US06037275605,6037275605,2016,1629,135321,106587
1400000US06037276000,6037276000,2016,2281,143418,112965
1400000US06037276101,6037276101,2016,982,81543,64228
1400000US06037276102,6037276102,2016,1973,81543,64228
1400000US06037276400,6037276400,2016,1506,122197,96250
1400000US06037276500,6037276500,2016,700,105462,83068
1400000US06037276601,6037276601,2016,1638,135070,106389
1400000US06037276605,6037276605,2016,1675,93005,73256
1400000US06037276606,6037276606,2016,1528,93005,73256
1400000US06037276607,6037276607,2016,1272,80060,63060
1400000US06037276608,6037276608,2016,959,80060,63060
1400000US06037277000,6037277000,2016,2227,167603,132014
1400000US06037277100,6037277100,2016,1065,140953,111023
1400000US06037277200,6037277200,2016,1043,75938,59813
1400000US06037277400,6037277400,2016,658,46624,36724
1400000US06037278001,6037278001,2016,956,99568,78426
1400000US06037278102,6037278102,2016,1450,164937,129914
1400000US06037291110,6037291110,2016,1256,45282,35667
1400000US06037291120,6037291120,2016,613,50568,39830
1400000US06037291130,6037291130,2016,1025,56710,44668
1400000US06037291210,6037291210,2016,1485,67605,53250
1400000US06037291220,6037291220,2016,1040,60807,47895
1400000US06037291300,6037291300,2016,990,79984,63000
1400000US06037292001,6037292001,2016,1608,49792,39219
1400000US06037292002,6037292002,2016,213,49792,39219
1400000US06037293203,6037293203,2016,950,69303,54587
1400000US06037293204,6037293204,2016,1234,69303,54587
1400000US06037293205,6037293205,2016,1078,46241,36422
1400000US06037293206,6037293206,2016,707,46241,36422
1400000US06037293301,6037293301,2016,1046,97178,76543
1400000US06037293302,6037293302,2016,1670,75552,59509
1400000US06037293304,6037293304,2016,1378,59455,46830
1400000US06037293306,6037293306,2016,772,104054,81959
1400000US06037293307,6037293307,2016,922,65898,51905
1400000US06037294110,6037294110,2016,1124,72774,57321
1400000US06037294120,6037294120,2016,553,55055,43365
1400000US06037294200,6037294200,2016,1339,67867,53456
1400000US06037294301,6037294301,2016,682,84775,66774
1400000US06037294302,6037294302,2016,1171,64062,50459
1400000US06037294410,6037294410,2016,1623,55269,43533
1400000US06037294421,6037294421,2016,951,58845,46350
1400000US06037294510,6037294510,2016,1081,60211,47426
1400000US06037294520,6037294520,2016,919,61003,48050
1400000US06037294610,6037294610,2016,1183,45336,35709
1400000US06037294620,6037294620,2016,1150,52180,41100
1400000US06037294701,6037294701,2016,889,34411,27104
1400000US06037294810,6037294810,2016,943,44719,35223
1400000US06037294820,6037294820,2016,899,40703,32060
1400000US06037294830,6037294830,2016,1001,40411,31830
1400000US06037294900,6037294900,2016,881,50188,39531
1400000US06037295103,6037295103,2016,1998,129590,102073
1400000US06037296210,6037296210,2016,920,34842,27444
1400000US06037296220,6037296220,2016,1623,34717,27345
1400000US06037296300,6037296300,2016,1915,110543,87070
1400000US06037296401,6037296401,2016,1271,99186,78125
1400000US06037296402,6037296402,2016,1111,99821,78625
1400000US06037296500,6037296500,2016,1325,46185,36378
1400000US06037296600,6037296600,2016,1892,37528,29559
1400000US06037296901,6037296901,2016,1461,48479,38185
1400000US06037296902,6037296902,2016,1677,55415,43648
1400000US06037297001,6037297001,2016,1048,99290,78207
1400000US06037297002,6037297002,2016,1173,99168,78111
1400000US06037297110,6037297110,2016,1576,40981,32279
1400000US06037297120,6037297120,2016,1032,55868,44005
1400000US06037297201,6037297201,2016,1363,77815,61292
1400000US06037297202,6037297202,2016,1493,83282,65598
1400000US06037297300,6037297300,2016,752,92183,72609
1400000US06037297400,6037297400,2016,1539,118164,93073
1400000US06037297501,6037297501,2016,1115,121734,95885
1400000US06037297502,6037297502,2016,1009,121734,95885
1400000US06037297601,6037297601,2016,1193,73138,57608
1400000US06037297602,6037297602,2016,1697,78253,61637
1400000US06037300100,6037300100,2016,1934,150174,118286
1400000US06037300200,6037300200,2016,1947,106559,83932
1400000US06037300301,6037300301,2016,2132,134295,105779
1400000US06037300400,6037300400,2016,1965,103091,81201
1400000US06037300501,6037300501,2016,969,109350,86131
1400000US06037300503,6037300503,2016,1514,93719,73819
1400000US06037300601,6037300601,2016,1088,81762,64400
1400000US06037300602,6037300602,2016,2349,80551,63447
1400000US06037300701,6037300701,2016,2127,155707,122644
1400000US06037300702,6037300702,2016,1897,149298,117596
1400000US06037300800,6037300800,2016,2675,114584,90253
1400000US06037300901,6037300901,2016,2133,203036,159923
1400000US06037300902,6037300902,2016,709,166180,130893
1400000US06037301000,6037301000,2016,2021,66397,52298
1400000US06037301100,6037301100,2016,2683,92082,72529
1400000US06037301203,6037301203,2016,1829,73825,58149
1400000US06037301204,6037301204,2016,2051,63701,50175
1400000US06037301205,6037301205,2016,729,109105,85938
1400000US06037301206,6037301206,2016,1922,67205,52935
1400000US06037301300,6037301300,2016,707,169498,133507
1400000US06037301400,6037301400,2016,1238,139201,109643
1400000US06037301501,6037301501,2016,574,105114,82794
1400000US06037301502,6037301502,2016,2492,57228,45076
1400000US06037301601,6037301601,2016,2333,50634,39882
1400000US06037301602,6037301602,2016,1584,68366,53849
1400000US06037301701,6037301701,2016,1082,88354,69593
1400000US06037301702,6037301702,2016,1944,57515,45302
1400000US06037301801,6037301801,2016,1741,65480,51576
1400000US06037301802,6037301802,2016,1402,49629,39091
1400000US06037301901,6037301901,2016,1346,63221,49797
1400000US06037301902,6037301902,2016,1872,63221,49797
1400000US06037302002,6037302002,2016,1706,59211,46638
1400000US06037302003,6037302003,2016,1427,40865,32188
1400000US06037302004,6037302004,2016,1584,59561,46914
1400000US06037302102,6037302102,2016,2614,63656,50139
1400000US06037302103,6037302103,2016,1995,49617,39081
1400000US06037302104,6037302104,2016,1439,69034,54375
1400000US06037302201,6037302201,2016,1693,28883,22750
1400000US06037302202,6037302202,2016,1927,44778,35270
1400000US06037302301,6037302301,2016,1489,71160,56050
1400000US06037302302,6037302302,2016,1798,57539,45321
1400000US06037302401,6037302401,2016,2188,44673,35187
1400000US06037302503,6037302503,2016,1435,45771,36052
1400000US06037302504,6037302504,2016,1484,42295,33314
1400000US06037302505,6037302505,2016,1439,44155,34779
1400000US06037302506,6037302506,2016,1375,69313,54595
1400000US06037310100,6037310100,2016,1929,166336,131016
1400000US06037310201,6037310201,2016,2045,90137,70997
1400000US06037310202,6037310202,2016,1759,87323,68781
1400000US06037310300,6037310300,2016,1012,172300,135714
1400000US06037310400,6037310400,2016,1241,91350,71953
1400000US06037310501,6037310501,2016,1390,68295,53793
1400000US06037310601,6037310601,2016,2399,65825,51848
1400000US06037310602,6037310602,2016,1077,110295,86875
1400000US06037310701,6037310701,2016,1154,31394,24728
1400000US06037310703,6037310703,2016,1998,47609,37500
1400000US06037310704,6037310704,2016,1639,51298,40405
1400000US06037310705,6037310705,2016,1843,51298,40405
1400000US06037310800,6037310800,2016,1969,83250,65573
1400000US06037310900,6037310900,2016,2328,94796,74667
1400000US06037311000,6037311000,2016,1414,106857,84167
1400000US06037311100,6037311100,2016,1305,124410,97993
1400000US06037311200,6037311200,2016,1273,97065,76454
1400000US06037311300,6037311300,2016,1503,115637,91083
1400000US06037311400,6037311400,2016,993,105462,83068
1400000US06037311500,6037311500,2016,2388,99450,78333
1400000US06037311601,6037311601,2016,2276,94970,74804
1400000US06037311602,6037311602,2016,1481,94970,74804
1400000US06037311700,6037311700,2016,2533,101336,79818
1400000US06037311801,6037311801,2016,1268,71707,56480
1400000US06037311802,6037311802,2016,1371,64880,51103
1400000US06037320101,6037320101,2016,623,81994,64583
1400000US06037320102,6037320102,2016,1117,81994,64583
1400000US06037320201,6037320201,2016,1112,42974,33849
1400000US06037320202,6037320202,2016,1480,89804,70735
1400000US06037320300,6037320300,2016,1736,58523,46096
1400000US06037400205,6037400205,2016,1163,191180,150585
1400000US06037400206,6037400206,2016,1654,149176,117500
1400000US06037400207,6037400207,2016,1397,158764,125052
