geoid,geoid20,year,denom_total_hh,med_hh_inc_adj,med_hh_inc
1400000US06037533103,6037533103,2022,800,54188.09,52054
1400000US06037533104,6037533104,2022,1315,49633.727,47679
1400000US06037533105,6037533105,2022,664,47875.48,45990
1400000US06037533108,6037533108,2022,1383,51780.262,49741
1400000US06037533201,6037533201,2022,677,70483.867,67708
1400000US06037533204,6037533204,2022,1053,70267.336,67500
1400000US06037533300,6037533300,2022,864,45357.309,43571
1400000US06037533401,6037533401,2022,1222,63807.949,61295
1400000US06037533402,6037533402,2022,987,53146.051,51053
1400000US06037533403,6037533403,2022,765,68066.672,65386
1400000US06037533501,6037533501,2022,792,77331.547,74286
1400000US06037533504,6037533504,2022,994,63445.68,60947
1400000US06037533601,6037533601,2022,1167,62000.777,59559
1400000US06037533602,6037533602,2022,1367,53393.809,51291
1400000US06037533603,6037533603,2022,1786,52855.613,50774
1400000US06037533701,6037533701,2022,832,62568.121,60104
1400000US06037533702,6037533702,2022,900,65496.445,62917
1400000US06037533703,6037533703,2022,896,58493.656,56190
1400000US06037533803,6037533803,2022,1597,45982.945,44172
1400000US06037533804,6037533804,2022,1062,60507.984,58125
1400000US06037533805,6037533805,2022,1051,68692.313,65987
1400000US06037533806,6037533806,2022,965,74640.57,71701
1400000US06037533901,6037533901,2022,1370,53970.52,51845
1400000US06037533902,6037533902,2022,1014,56016.082,53810
1400000US06037534001,6037534001,2022,1335,64228.512,61699
1400000US06037534002,6037534002,2022,968,69492.836,66756
1400000US06037534101,6037534101,2022,497,54106.891,51976
1400000US06037534102,6037534102,2022,1494,52418.395,50354
1400000US06037534201,6037534201,2022,967,53066.934,50977
1400000US06037534202,6037534202,2022,1285,52518.328,50450
1400000US06037534203,6037534203,2022,849,46913.598,45066
1400000US06037534301,6037534301,2022,1085,50450.906,48464
1400000US06037534302,6037534302,2022,889,61242.93,58831
1400000US06037534403,6037534403,2022,851,43708.367,41987
1400000US06037534404,6037534404,2022,972,60337.262,57961
1400000US06037534405,6037534405,2022,966,53328.227,51228
1400000US06037534406,6037534406,2022,1145,48938.34,47011
1400000US06037534501,6037534501,2022,1329,59411.816,57072
1400000US06037534502,6037534502,2022,983,76285.344,73281
1400000US06037534700,6037534700,2022,1030,87834.172,84375
1400000US06037534802,6037534802,2022,662,71125.117,68324
1400000US06037534803,6037534803,2022,1221,75472.328,72500
1400000US06037534804,6037534804,2022,988,65854.547,63261
1400000US06037534900,6037534900,2022,1402,70820.109,68031
1400000US06037535001,6037535001,2022,962,47414.316,45547
1400000US06037535002,6037535002,2022,922,56544.906,54318
1400000US06037535101,6037535101,2022,2060,65430.863,62854
1400000US06037535102,6037535102,2022,1136,66497.883,63879
1400000US06037535200,6037535200,2022,1300,74052.406,71136
1400000US06037535300,6037535300,2022,1437,63290.574,60798
1400000US06037535400,6037535400,2022,768,55953.621,53750
1400000US06037535501,6037535501,2022,960,49333.918,47391
1400000US06037535502,6037535502,2022,1327,73109.266,70230
1400000US06037535503,6037535503,2022,670,70211.125,67446
1400000US06037535603,6037535603,2022,1020,56981.086,54737
1400000US06037535604,6037535604,2022,1042,66177.258,63571
1400000US06037535605,6037535605,2022,1154,64581.41,62038
1400000US06037535606,6037535606,2022,480,70267.336,67500
1400000US06037535607,6037535607,2022,1026,71056.414,68258
1400000US06037535701,6037535701,2022,1468,73628.719,70729
1400000US06037535702,6037535702,2022,1395,83998.094,80690
1400000US06037535802,6037535802,2022,1595,81792.227,78571
1400000US06037535803,6037535803,2022,993,56706.262,54473
1400000US06037535804,6037535804,2022,1468,68374.805,65682
1400000US06037535901,6037535901,2022,1643,60337.262,57961
1400000US06037535902,6037535902,2022,1446,87464.617,84020
1400000US06037536000,6037536000,2022,1029,43513.699,41800
1400000US06037536102,6037536102,2022,1059,76621.586,73604
1400000US06037536103,6037536103,2022,1454,72345.172,69496
1400000US06037536104,6037536104,2022,1074,71431.172,68618
1400000US06037536201,6037536201,2022,956,100033.63,96094
1400000US06037536202,6037536202,2022,1207,73159.227,70278
1400000US06037540000,6037540000,2022,1656,76463.359,73452
1400000US06037540101,6037540101,2022,1547,85420.102,82056
1400000US06037540102,6037540102,2022,1397,91813.906,88198
1400000US06037540201,6037540201,2022,571,45466.613,43676
1400000US06037540202,6037540202,2022,1609,60332.059,57956
1400000US06037540203,6037540203,2022,1381,74329.313,71402
1400000US06037540300,6037540300,2022,1186,72149.461,69308
1400000US06037540400,6037540400,2022,486,68531.992,65833
1400000US06037540501,6037540501,2022,983,65278.879,62708
1400000US06037540502,6037540502,2022,1707,53611.375,51500
1400000US06037540600,6037540600,2022,1174,45198.035,43418
1400000US06037540700,6037540700,2022,958,56379.391,54159
1400000US06037540800,6037540800,2022,1674,80729.367,77550
1400000US06037540901,6037540901,2022,1244,70527.586,67750
1400000US06037540902,6037540902,2022,1578,88831.445,85333
1400000US06037541003,6037541003,2022,1422,75327.625,72361
1400000US06037541100,6037541100,2022,987,89623.648,86094
1400000US06037541200,6037541200,2022,1920,101082.95,97102
1400000US06037541300,6037541300,2022,1534,88000.734,84535
1400000US06037541401,6037541401,2022,1011,51746.949,49709
1400000US06037541402,6037541402,2022,894,72219.211,69375
1400000US06037541500,6037541500,2022,1430,51082.793,49071
1400000US06037541603,6037541603,2022,741,61158.609,58750
1400000US06037541604,6037541604,2022,1447,51567.898,49537
1400000US06037541605,6037541605,2022,1554,62748.211,60277
1400000US06037541606,6037541606,2022,664,40945.559,39333
1400000US06037541700,6037541700,2022,1401,94123.883,90417
1400000US06037541801,6037541801,2022,1207,66573.883,63952
1400000US06037541802,6037541802,2022,1300,71898.578,69067
1400000US06037542000,6037542000,2022,1227,87998.648,84533
1400000US06037542103,6037542103,2022,825,73420.523,70529
1400000US06037542104,6037542104,2022,910,72219.211,69375
1400000US06037542105,6037542105,2022,1213,63041.773,60559
1400000US06037542106,6037542106,2022,799,55038.586,52871
1400000US06037542200,6037542200,2022,1530,69638.578,66896
1400000US06037542401,6037542401,2022,1234,72983.305,70109
1400000US06037542402,6037542402,2022,957,84090.742,80779
1400000US06037542501,6037542501,2022,1302,83435.961,80150
1400000US06037542502,6037542502,2022,1378,57471.395,55208
1400000US06037542601,6037542601,2022,835,61158.609,58750
1400000US06037542602,6037542602,2022,1484,74192.938,71271
1400000US06037542700,6037542700,2022,1447,74279.344,71354
1400000US06037542800,6037542800,2022,984,68218.656,65532
1400000US06037542900,6037542900,2022,819,81865.094,78641
1400000US06037543000,6037543000,2022,1297,61781.125,59348
1400000US06037543100,6037543100,2022,1900,76918.273,73889
1400000US06037543201,6037543201,2022,917,79822.656,76679
1400000US06037543203,6037543203,2022,1178,48634.367,46719
1400000US06037543304,6037543304,2022,2167,122439.02,117617
1400000US06037543305,6037543305,2022,1258,85705.336,82330
1400000US06037543306,6037543306,2022,1804,93609.625,89923
1400000US06037543321,6037543321,2022,2043,123521.66,118657
1400000US06037543322,6037543322,2022,2166,119683.49,114970
1400000US06037543400,6037543400,2022,986,103688.57,99605
1400000US06037543501,6037543501,2022,2098,97642.453,93797
1400000US06037543502,6037543502,2022,1793,111771.91,107370
1400000US06037543503,6037543503,2022,2052,100096.09,96154
1400000US06037543601,6037543601,2022,1157,108336.62,104070
1400000US06037543603,6037543603,2022,1617,83084.102,79812
1400000US06037543605,6037543605,2022,1618,102331.11,98301
1400000US06037543606,6037543606,2022,1374,71992.273,69157
1400000US06037543607,6037543607,2022,1377,148223.48,142386
1400000US06037543701,6037543701,2022,711,144264.58,138583
1400000US06037543703,6037543703,2022,1144,127001.71,122000
1400000US06037543704,6037543704,2022,875,114913.64,110388
1400000US06037543705,6037543705,2022,983,104827.42,100699
1400000US06037543801,6037543801,2022,1371,100993.42,97016
1400000US06037543803,6037543803,2022,1623,95386.609,91630
1400000US06037543804,6037543804,2022,824,120853.58,116094
1400000US06037543903,6037543903,2022,1236,116245.08,111667
1400000US06037543905,6037543905,2022,1090,81808.883,78587
1400000US06037544001,6037544001,2022,1282,88586.813,85098
1400000US06037544002,6037544002,2022,840,99990.945,96053
1400000US06037550101,6037550101,2022,1049,115094.78,110562
1400000US06037550201,6037550201,2022,769,86675.539,83262
1400000US06037550202,6037550202,2022,1449,108591.66,104315
1400000US06037550301,6037550301,2022,1063,103628.19,99547
1400000US06037550501,6037550501,2022,1148,75170.438,72210
1400000US06037550502,6037550502,2022,1329,157906.84,151688
1400000US06037550601,6037550601,2022,1975,96899.18,93083
1400000US06037550602,6037550602,2022,1189,111546.02,107153
1400000US06037550700,6037550700,2022,2104,120938.94,116176
1400000US06037550801,6037550801,2022,1644,94802.609,91069
1400000US06037550802,6037550802,2022,677,79785.18,76643
1400000US06037550901,6037550901,2022,1490,84922.5,81578
1400000US06037550902,6037550902,2022,1905,85882.305,82500
1400000US06037551001,6037551001,2022,1084,83837.781,80536
1400000US06037551002,6037551002,2022,1444,109491.09,105179
1400000US06037551101,6037551101,2022,1310,58792.422,56477
1400000US06037551102,6037551102,2022,1887,66336.531,63724
1400000US06037551201,6037551201,2022,1236,71122,68321
1400000US06037551203,6037551203,2022,1120,89493.523,85969
1400000US06037551204,6037551204,2022,1153,71595.648,68776
1400000US06037551300,6037551300,2022,1954,70007.086,67250
1400000US06037551401,6037551401,2022,1327,81074.977,77882
1400000US06037551402,6037551402,2022,1462,93039.164,89375
1400000US06037551501,6037551501,2022,1493,98832.313,94940
1400000US06037551502,6037551502,2022,1413,91231.992,87639
1400000US06037551700,6037551700,2022,1715,87154.398,83722
1400000US06037551801,6037551801,2022,966,97849.609,93996
1400000US06037551802,6037551802,2022,1424,82342.914,79100
1400000US06037551900,6037551900,2022,1361,98417.992,94542
1400000US06037552001,6037552001,2022,1023,97640.367,93795
1400000US06037552002,6037552002,2022,968,93652.313,89964
1400000US06037552100,6037552100,2022,1840,75954.305,72963
1400000US06037552200,6037552200,2022,1656,62765.91,60294
1400000US06037552301,6037552301,2022,1165,98808.367,94917
1400000US06037552302,6037552302,2022,1334,79376.07,76250
1400000US06037552400,6037552400,2022,576,69538.641,66800
1400000US06037552601,6037552601,2022,1192,97593.523,93750
1400000US06037552602,6037552602,2022,1007,117712.88,113077
1400000US06037552700,6037552700,2022,1688,111197.28,106818
1400000US06037552800,6037552800,2022,1694,104039.38,99942
1400000US06037552900,6037552900,2022,1935,75803.367,72818
1400000US06037553000,6037553000,2022,1185,138535.97,133080
1400000US06037553100,6037553100,2022,2024,100846.64,96875
1400000US06037553201,6037553201,2022,1024,99761.922,95833
1400000US06037553202,6037553202,2022,986,132076.58,126875
1400000US06037553300,6037553300,2022,990,101988.62,97972
1400000US06037553400,6037553400,2022,1063,107368.49,103140
1400000US06037553502,6037553502,2022,1210,80203.664,77045
1400000US06037553503,6037553503,2022,867,61755.102,59323
1400000US06037553504,6037553504,2022,1324,74008.688,71094
1400000US06037553601,6037553601,2022,1321,63838.137,61324
1400000US06037553602,6037553602,2022,1416,72322.266,69474
1400000US06037553701,6037553701,2022,939,66753.969,64125
1400000US06037553702,6037553702,2022,1263,66544.734,63924
1400000US06037553801,6037553801,2022,1027,65523.512,62943
1400000US06037553802,6037553802,2022,2061,50583.113,48591
1400000US06037553901,6037553901,2022,1644,86773.398,83356
1400000US06037553902,6037553902,2022,1640,76320.742,73315
1400000US06037554001,6037554001,2022,1330,85289.977,81931
1400000US06037554002,6037554002,2022,1787,70237.148,67471
1400000US06037554101,6037554101,2022,1033,65062.352,62500
1400000US06037554105,6037554105,2022,1603,55558.043,53370
1400000US06037554106,6037554106,2022,1341,91612.992,88005
1400000US06037554201,6037554201,2022,1129,99483.977,95566
1400000US06037554203,6037554203,2022,1295,49417.199,47471
1400000US06037554204,6037554204,2022,1821,48882.125,46957
1400000US06037554301,6037554301,2022,1106,88050.703,84583
1400000US06037554302,6037554302,2022,1206,71702.875,68879
1400000US06037554403,6037554403,2022,1958,66226.188,63618
1400000US06037554404,6037554404,2022,1354,77677.156,74618
1400000US06037554405,6037554405,2022,1486,46696.031,44857
1400000US06037554406,6037554406,2022,1597,87878.938,84418
1400000US06037554511,6037554511,2022,1158,148862.66,143000
1400000US06037554512,6037554512,2022,2351,143913.75,138246
1400000US06037554513,6037554513,2022,822,120799.45,116042
1400000US06037554514,6037554514,2022,1592,131860.05,126667
1400000US06037554515,6037554515,2022,1186,113294.89,108833
1400000US06037554516,6037554516,2022,1219,161863.67,155489
1400000US06037554517,6037554517,2022,1427,128678.76,123611
1400000US06037554518,6037554518,2022,1613,112573.48,108140
1400000US06037554519,6037554519,2022,1255,141060.38,135505
1400000US06037554521,6037554521,2022,2006,114255.73,109756
1400000US06037554522,6037554522,2022,1521,118337.48,113677
1400000US06037554600,6037554600,2022,1285,89786.047,86250
1400000US06037554700,6037554700,2022,989,104099.76,100000
1400000US06037554801,6037554801,2022,796,95641.656,91875
1400000US06037554802,6037554802,2022,1853,107149.88,102930
1400000US06037554900,6037554900,2022,2124,85287.891,81929
1400000US06037555001,6037555001,2022,1608,93008.969,89346
1400000US06037555002,6037555002,2022,1255,83612.93,80320
1400000US06037555105,6037555105,2022,1904,104780.57,100654
1400000US06037555106,6037555106,2022,989,71534.234,68717
1400000US06037555107,6037555107,2022,1941,90684.422,87113
1400000US06037555202,6037555202,2022,1154,169262.05,162596
1400000US06037555211,6037555211,2022,1446,90141.023,86591
1400000US06037555212,6037555212,2022,1421,76719.445,73698
1400000US06037555300,6037555300,2022,1029,101404.62,97411
1400000US06037570001,6037570001,2022,1584,129417.87,124321
1400000US06037570002,6037570002,2022,835,122533.75,117708
1400000US06037570003,6037570003,2022,1345,113271.99,108811
1400000US06037570100,6037570100,2022,754,102998.38,98942
1400000US06037570202,6037570202,2022,1789,75160.023,72200
1400000US06037570203,6037570203,2022,1324,61901.883,59464
1400000US06037570204,6037570204,2022,1360,61177.348,58768
1400000US06037570303,6037570303,2022,1335,60843.188,58447
1400000US06037570304,6037570304,2022,1545,62991.805,60511
1400000US06037570305,6037570305,2022,1523,44080.004,42344
1400000US06037570306,6037570306,2022,929,106495.09,102301
1400000US06037570402,6037570402,2022,988,85207.734,81852
1400000US06037570403,6037570403,2022,1183,66153.313,63548
1400000US06037570404,6037570404,2022,935,77153.539,74115
1400000US06037570502,6037570502,2022,1993,92617.555,88970
1400000US06037570503,6037570503,2022,1166,87645.75,84194
1400000US06037570504,6037570504,2022,1010,80912.578,77726
1400000US06037570601,6037570601,2022,1662,83694.125,80398
1400000US06037570602,6037570602,2022,1770,81111.414,77917
1400000US06037570603,6037570603,2022,1778,60033.289,57669
1400000US06037570701,6037570701,2022,2656,105353.13,101204
1400000US06037570703,6037570703,2022,990,126676.91,121688
1400000US06037570800,6037570800,2022,1731,134541.66,129243
1400000US06037570901,6037570901,2022,1850,122805.45,117969
1400000US06037570902,6037570902,2022,1199,118785.12,114107
1400000US06037571000,6037571000,2022,1936,136331.13,130962
1400000US06037571101,6037571101,2022,1680,120346.61,115607
1400000US06037571102,6037571102,2022,1228,167392.42,160800
1400000US06037571201,6037571201,2022,1488,129308.56,124216
1400000US06037571202,6037571202,2022,1727,102233.25,98207
1400000US06037571300,6037571300,2022,1585,133533.97,128275
1400000US06037571400,6037571400,2022,1738,130509.87,125370
1400000US06037571502,6037571502,2022,1903,100890.37,96917
1400000US06037571504,6037571504,2022,2096,83794.063,80494
1400000US06037571505,6037571505,2022,955,92345.859,88709
1400000US06037571600,6037571600,2022,850,24862.146,23883
1400000US06037571701,6037571701,2022,1785,80582.586,77409
1400000US06037571703,6037571703,2022,1088,41392.148,39762
1400000US06037571704,6037571704,2022,1239,58425.992,56125
1400000US06037571800,6037571800,2022,1340,135980.31,130625
1400000US06037571900,6037571900,2022,2398,118547.77,113879
1400000US06037572001,6037572001,2022,2334,106051.63,101875
1400000US06037572201,6037572201,2022,2023,77971.766,74901
1400000US06037572202,6037572202,2022,1103,113766.46,109286
1400000US06037572301,6037572301,2022,972,69572.992,66833
1400000US06037572500,6037572500,2022,1515,55953.621,53750
1400000US06037572600,6037572600,2022,1272,90541.805,86976
1400000US06037572700,6037572700,2022,1366,85467.984,82102
1400000US06037573002,6037573002,2022,1166,61375.137,58958
1400000US06037573003,6037573003,2022,661,101823.1,97813
1400000US06037573004,6037573004,2022,1744,56012.957,53807
1400000US06037573101,6037573101,2022,1471,65212.254,62644
1400000US06037573102,6037573102,2022,1047,102278.02,98250
1400000US06037573201,6037573201,2022,1362,53583.27,51473
1400000US06037573202,6037573202,2022,1792,74065.938,71149
1400000US06037573300,6037573300,2022,1046,44632.773,42875
1400000US06037573401,6037573401,2022,577,74919.555,71969
1400000US06037573402,6037573402,2022,2919,82009.789,78780
1400000US06037573403,6037573403,2022,1464,134264.75,128977
1400000US06037573601,6037573601,2022,2410,127726.24,122696
1400000US06037573700,6037573700,2022,1733,144087.61,138413
1400000US06037573800,6037573800,2022,1579,131806.95,126616
1400000US06037573902,6037573902,2022,923,164752.44,158264
1400000US06037574000,6037574000,2022,1999,147338.64,141536
1400000US06037574100,6037574100,2022,1879,141995.2,136403
1400000US06037574201,6037574201,2022,1117,145507.52,139777
1400000US06037574202,6037574202,2022,761,118124.08,113472
1400000US06037574300,6037574300,2022,2260,111453.37,107064
1400000US06037574400,6037574400,2022,2012,143756.56,138095
1400000US06037574500,6037574500,2022,2366,123097.97,118250
1400000US06037574602,6037574602,2022,597,138258.02,132813
1400000US06037574800,6037574800,2022,1628,77554.32,74500
1400000US06037574901,6037574901,2022,1432,153954.17,147891
1400000US06037574902,6037574902,2022,2027,81863.008,78639
1400000US06037575001,6037575001,2022,1908,104210.11,100106
1400000US06037575002,6037575002,2022,2116,89100.023,85591
1400000US06037575101,6037575101,2022,1629,61344.949,58929
1400000US06037575102,6037575102,2022,1379,57287.141,55031
1400000US06037575103,6037575103,2022,2225,63319.719,60826
1400000US06037575201,6037575201,2022,1393,53746.707,51630
1400000US06037575202,6037575202,2022,1196,55953.621,53750
1400000US06037575300,6037575300,2022,1364,47487.188,45617
1400000US06037575401,6037575401,2022,1339,42941.152,41250
1400000US06037575402,6037575402,2022,1163,62135.066,59688
1400000US06037575801,6037575801,2022,804,46266.098,44444
1400000US06037575802,6037575802,2022,1768,48492.793,46583
1400000US06037575803,6037575803,2022,1353,29566.414,28402
1400000US06037575901,6037575901,2022,1639,56197.215,53984
1400000US06037575902,6037575902,2022,3564,64786.484,62235
1400000US06037576001,6037576001,2022,4367,109678.47,105359
1400000US06037576200,6037576200,2022,3441,51088,49076
1400000US06037576301,6037576301,2022,2130,55318.613,53140
1400000US06037576302,6037576302,2022,1261,65207.051,62639
1400000US06037576401,6037576401,2022,1338,47976.457,46087
1400000US06037576402,6037576402,2022,1390,56711.469,54478
1400000US06037576403,6037576403,2022,1473,64930.145,62373
1400000US06037576501,6037576501,2022,1596,40604.113,39005
1400000US06037576502,6037576502,2022,2216,86037.414,82649
1400000US06037576503,6037576503,2022,1820,71889.211,69058
1400000US06037576601,6037576601,2022,2957,62330.773,59876
1400000US06037576602,6037576602,2022,3072,89976.547,86433
1400000US06037576700,6037576700,2022,2329,94846.336,91111
1400000US06037576801,6037576801,2022,2097,65633.859,63049
1400000US06037576802,6037576802,2022,1928,78833.711,75729
1400000US06037576901,6037576901,2022,1978,54511.84,52365
1400000US06037576903,6037576903,2022,1508,62564.996,60101
1400000US06037576904,6037576904,2022,1272,68036.484,65357
1400000US06037577000,6037577000,2022,3393,87058.633,83630
1400000US06037577100,6037577100,2022,3545,92662.32,89013
1400000US06037577200,6037577200,2022,3587,110074.05,105739
1400000US06037577300,6037577300,2022,3891,108893.55,104605
1400000US06037577400,6037577400,2022,1706,115129.13,110595
1400000US06037577501,6037577501,2022,1930,147082.55,141290
1400000US06037577504,6037577504,2022,843,88484.797,85000
1400000US06037577602,6037577602,2022,1639,111056.75,106683
1400000US06037577604,6037577604,2022,853,105353.13,101204
1400000US06037577605,6037577605,2022,2124,121481.3,116697
1400000US06037577606,6037577606,2022,1747,151250.7,145294
1400000US06037577700,6037577700,2022,1259,90355.469,86797
1400000US06037577800,6037577800,2022,1403,103923.84,99831
1400000US06037577900,6037577900,2022,2545,88176.664,84704
1400000US06037578000,6037578000,2022,1740,65596.383,63013
1400000US06037578100,6037578100,2022,,,
1400000US06037599000,6037599000,2022,2021,92487.43,88845
1400000US06037599100,6037599100,2022,159,,
1400000US06037600100,6037600100,2022,2265,48759.285,46839
1400000US06037600201,6037600201,2022,1405,58898.605,56579
1400000US06037600202,6037600202,2022,2370,39218.543,37674
1400000US06037600302,6037600302,2022,1096,83123.656,79850
1400000US06037600303,6037600303,2022,1342,45688.344,43889
1400000US06037600304,6037600304,2022,1132,56063.969,53856
1400000US06037600400,6037600400,2022,1575,73511.086,70616
1400000US06037600501,6037600501,2022,878,94459.078,90739
1400000US06037600601,6037600601,2022,931,84146.961,80833
1400000US06037600602,6037600602,2022,778,62233.961,59783
1400000US06037600702,6037600702,2022,1638,111798.98,107396
1400000US06037600703,6037600703,2022,904,97073.023,93250
1400000US06037600704,6037600704,2022,1240,75089.242,72132
1400000US06037600801,6037600801,2022,1317,121666.59,116875
1400000US06037600802,6037600802,2022,1230,60301.867,57927
1400000US06037600902,6037600902,2022,2561,59772,57418
1400000US06037600911,6037600911,2022,1091,80173.469,77016
1400000US06037600912,6037600912,2022,1478,76275.977,73272
1400000US06037601001,6037601001,2022,1110,44635.895,42878
1400000US06037601002,6037601002,2022,2139,62351.594,59896
1400000US06037601100,6037601100,2022,2172,61059.715,58655
1400000US06037601202,6037601202,2022,1094,77130.633,74093
1400000US06037601211,6037601211,2022,1223,51915.59,49871
1400000US06037601212,6037601212,2022,2008,65973.227,63375
1400000US06037601301,6037601301,2022,748,77460.633,74410
1400000US06037601302,6037601302,2022,2908,75552.484,72577
1400000US06037601303,6037601303,2022,2225,54061.086,51932
1400000US06037601401,6037601401,2022,1890,55111.453,52941
1400000US06037601402,6037601402,2022,1421,91646.305,88037
1400000US06037601501,6037601501,2022,1032,54841.836,52682
1400000US06037601502,6037601502,2022,959,70729.539,67944
1400000US06037601600,6037601600,2022,1333,48894.617,46969
1400000US06037601700,6037601700,2022,1367,51236.859,49219
1400000US06037601801,6037601801,2022,899,53447.941,51343
1400000US06037601802,6037601802,2022,1005,76473.766,73462
1400000US06037601900,6037601900,2022,1359,60157.168,57788
1400000US06037602002,6037602002,2022,890,75038.234,72083
1400000US06037602003,6037602003,2022,1307,61158.609,58750
1400000US06037602103,6037602103,2022,1965,39363.242,37813
1400000US06037602104,6037602104,2022,1790,71308.336,68500
1400000US06037602105,6037602105,2022,1423,58624.82,56316
1400000US06037602106,6037602106,2022,2314,81711.023,78493
1400000US06037602201,6037602201,2022,1796,136662.17,131280
1400000US06037602202,6037602202,2022,990,94804.695,91071
1400000US06037602301,6037602301,2022,2063,132144.23,126940
1400000US06037602302,6037602302,2022,1886,169886.64,163196
1400000US06037602402,6037602402,2022,2100,108823.8,104538
1400000US06037602403,6037602403,2022,1629,76201.023,73200
1400000US06037602404,6037602404,2022,1965,65333.012,62760
1400000US06037602504,6037602504,2022,1868,62831.492,60357
1400000US06037602505,6037602505,2022,1653,65843.102,63250
1400000US06037602506,6037602506,2022,1770,59516.957,57173
1400000US06037602507,6037602507,2022,2052,60183.195,57813
1400000US06037602510,6037602510,2022,1198,45822.633,44018
1400000US06037602511,6037602511,2022,1526,56103.523,53894
1400000US06037602512,6037602512,2022,630,86532.93,83125
1400000US06037602513,6037602513,2022,486,,
1400000US06037602601,6037602601,2022,1720,81617.336,78403
1400000US06037602602,6037602602,2022,1121,87096.109,83666
1400000US06037602700,6037602700,2022,1258,133362.2,128110
1400000US06037602801,6037602801,2022,1307,55979.645,53775
1400000US06037602802,6037602802,2022,1310,101829.34,97819
1400000US06037602900,6037602900,2022,1350,85853.156,82472
1400000US06037603004,6037603004,2022,670,76845.398,73819
1400000US06037603005,6037603005,2022,2064,70613.992,67833
1400000US06037603006,6037603006,2022,841,78074.82,75000
1400000US06037603007,6037603007,2022,1353,80585.703,77412
1400000US06037603008,6037603008,2022,1183,70749.32,67963
1400000US06037603101,6037603101,2022,1656,74274.141,71349
1400000US06037603102,6037603102,2022,1390,70465.125,67690
1400000US06037603200,6037603200,2022,1337,108499.02,104226
1400000US06037603301,6037603301,2022,1566,66549.938,63929
1400000US06037603302,6037603302,2022,1734,70940.867,68147
1400000US06037603400,6037603400,2022,1547,95744.711,91974
1400000US06037603500,6037603500,2022,908,94887.977,91151
1400000US06037603600,6037603600,2022,1447,93559.656,89875
1400000US06037603702,6037603702,2022,1765,117762.85,113125
1400000US06037603703,6037603703,2022,845,122140.25,117330
1400000US06037603705,6037603705,2022,931,77537.664,74484
1400000US06037603706,6037603706,2022,1130,60603.758,58217
1400000US06037603801,6037603801,2022,1594,73910.828,71000
1400000US06037603802,6037603802,2022,1167,84190.68,80875
1400000US06037603901,6037603901,2022,1247,93919.844,90221
1400000US06037603902,6037603902,2022,1156,61227.316,58816
1400000US06037604001,6037604001,2022,1354,92388.539,88750
1400000US06037604002,6037604002,2022,1571,67144.344,64500
1400000US06037604101,6037604101,2022,1192,78284.063,75201
1400000US06037604102,6037604102,2022,883,88279.719,84803
1400000US06037604200,6037604200,2022,1702,74646.813,71707
1400000US06037609900,6037609900,2022,674,85183.797,81829
1400000US06037620001,6037620001,2022,1733,161925.09,155548
1400000US06037620002,6037620002,2022,1616,146864.98,141081
1400000US06037620101,6037620101,2022,2288,131189.64,126023
1400000US06037620102,6037620102,2022,1881,150852,144911
1400000US06037620201,6037620201,2022,967,162945.27,156528
1400000US06037620301,6037620301,2022,1636,225549.83,216667
1400000US06037620303,6037620303,2022,1978,210754.13,202454
1400000US06037620305,6037620305,2022,3182,184507.45,177241
1400000US06037620400,6037620400,2022,2110,174267.16,167404
1400000US06037620501,6037620501,2022,2124,165974.58,159438
1400000US06037620521,6037620521,2022,1861,116724.98,112128
1400000US06037620522,6037620522,2022,2032,156019.52,149875
1400000US06037620601,6037620601,2022,2445,121755.08,116960
1400000US06037620602,6037620602,2022,2199,156529.61,150365
1400000US06037620701,6037620701,2022,3026,160632.17,154306
1400000US06037620703,6037620703,2022,1257,244130.59,234516
1400000US06037620704,6037620704,2022,1295,189783.23,182309
1400000US06037620801,6037620801,2022,1483,229435.88,220400
1400000US06037620802,6037620802,2022,1415,181410.48,174266
1400000US06037620901,6037620901,2022,1130,252842.7,242885
1400000US06037620904,6037620904,2022,1257,197214.92,189448
1400000US06037621001,6037621001,2022,2178,149883.88,143981
1400000US06037621005,6037621005,2022,3021,148641.97,142788
1400000US06037621102,6037621102,2022,1296,207463.53,199293
1400000US06037621104,6037621104,2022,3833,136436.27,131063
1400000US06037621201,6037621201,2022,2980,136385.27,131014
1400000US06037621204,6037621204,2022,2201,115331.09,110789
1400000US06037621301,6037621301,2022,3092,114587.81,110075
1400000US06037621324,6037621324,2022,2243,111886.42,107480
1400000US06037621326,6037621326,2022,1982,111624.09,107228
1400000US06037621400,6037621400,2022,1988,145956.19,140208
1400000US06037650001,6037650001,2022,2494,110659.09,106301
1400000US06037650003,6037650003,2022,1288,79910.102,76763
1400000US06037650004,6037650004,2022,1601,98963.477,95066
1400000US06037650101,6037650101,2022,2239,109738.84,105417
1400000US06037650102,6037650102,2022,759,117979.38,113333
1400000US06037650200,6037650200,2022,1940,124512.68,119609
1400000US06037650300,6037650300,2022,2559,85332.656,81972
1400000US06037650401,6037650401,2022,1555,163763.5,157314
1400000US06037650501,6037650501,2022,976,177539.02,170547
1400000US06037650502,6037650502,2022,1691,143889.81,138223
1400000US06037650603,6037650603,2022,1573,115941.11,111375
1400000US06037650604,6037650604,2022,2952,70615.031,67834
1400000US06037650605,6037650605,2022,1050,128704.78,123636
1400000US06037650606,6037650606,2022,1922,84678.906,81344
1400000US06037650607,6037650607,2022,1193,100124.19,96181
