OBJECTID,COUNTYFP20,TRACTCE20,GEOID20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Pop23,HH23,LandSqMile,PopDensity,Flag_MHI_P,Source,Comments,Date_Record_Last_Edited,Record_Last_Edited_By,Date_Data_Refers_To,MHI23,ShapeSTArea,ShapeSTLength
143,65,42624,6065042624,49930251,69554,33.8897102,-117.1134304,5131,1295,19.2782,266,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,104384,72755969.52,46810.35364
144,13,307202,6013307202,703981,0,38.0037021,-121.8278013,4276,1530,0.2718,15732,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,58672,1135668.225,4810.969126
145,65,42730,6065042730,16864425,0,33.7592819,-117.1666928,5872,1470,6.5114,902,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,85917,24462050.55,23848.94678
146,65,42731,6065042731,20569506,27128,33.7394656,-117.2214165,9511,2441,7.9419,1198,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,98314,29860870.44,29442.72081
147,65,42733,6065042733,16302066,0,33.665223,-117.2267421,14516,4032,6.2943,2306,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,150262,23595070.84,22355.32404
148,65,42737,6065042737,71581031,0,33.6663741,-117.0779511,4535,1388,27.6376,164,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,101339,103606730,57559.00817
149,65,42745,6065042745,38230232,0,33.778279,-117.0632869,7291,2433,14.7608,494,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,92736,55477765.65,36999.6356
150,65,43007,6065043007,16549604,0,33.7167408,-117.4192829,7563,2133,6.3898,1184,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,129866,23981814.31,27498.411
151,65,43246,6065043246,13012569,6543,33.5134722,-117.0704108,6214,1845,5.0242,1237,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,185129,18776929.02,17969.59726
152,65,43254,6065043254,52811824,25895,33.4547692,-117.1565512,5423,1660,20.3908,266,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,111983,76098680.23,53612.15662
153,65,43265,6065043265,4479644,522,33.4917233,-117.0839947,7365,2293,1.7296,4258,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,136932,6458700.761,17373.56615
154,65,43267,6065043267,5293213,0,33.5207847,-117.1047071,5623,2178,2.0437,2751,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,109063,7635848.647,12494.03706
155,65,43272,6065043272,63575075,21004,33.5522152,-117.3020438,5399,1943,24.5465,220,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,129598,91804714.22,49003.93786
156,65,41913,6065041913,4206042,0,33.8641466,-117.6208085,5385,1937,1.624,3316,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,106063,6115751.765,14122.77611
157,65,43008,6065043008,30299092,0,33.6671772,-117.4175994,5828,1707,11.6985,498,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,95473,43855693.08,54576.84065
158,65,43813,6065043813,322882633,0,33.9343336,-116.8252484,3896,1325,124.6657,31,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,82411,470251148.6,143884.3628
159,65,44516,6065044516,10457047,0,33.9393721,-116.4759837,7035,2351,4.0375,1742,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,51550,15231559.93,19545.06054
160,29,905,6029000905,1286999,0,35.3794847,-118.9585218,2804,837,0.4969,5643,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,63657,1940309.562,5856.137115
161,29,906,6029000906,1316502,0,35.3796683,-118.9406532,4109,1247,0.5083,8084,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,71268,1984791.426,6167.186758
162,85,508102,6085508102,2723444,0,37.3303622,-122.0048859,3491,1335,1.0515,3320,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,222872,4315132.002,8345.430144
163,53,12302,6053012302,563390,0,36.6199026,-121.9174657,2102,1023,0.2175,9664,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,114682,876280.7529,5665.053575
164,53,12401,6053012401,784182,555380,36.6228559,-121.9132892,1645,888,0.3028,5433,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,108750,2083707.093,7989.238368
165,53,12402,6053012402,2824305,945428,36.6262314,-121.9319044,2837,1497,1.0905,2602,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,88977,5864674.335,11442.19582
166,29,907,6029000907,1270876,0,35.379737,-118.9229278,2547,681,0.4907,5191,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,70807,1916017.231,5788.957531
167,29,908,6029000908,2114219,0,35.4020275,-118.9413337,4689,1565,0.8163,5744,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,86363,3189218.793,7545.99034
168,29,909,6029000909,2701826,0,35.3898279,-118.9394705,2594,848,1.0432,2487,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,100000,4074377.859,8002.661445
169,111,7516,6111007516,1329720,0,34.2499867,-118.8169685,3554,1783,0.5134,6922,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,77413,1950978.499,9640.13206
170,111,4507,6111004507,194240,0,34.1511673,-119.1851758,3424,670,0.075,45653,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,69333,284327.629,2554.20997
171,111,1901,6111001901,1738736,0,34.2771069,-119.2516503,3404,1439,0.6713,5071,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,119212,2552730.619,6918.548879
172,111,4508,6111004508,453045,0,34.1510661,-119.180831,3701,719,0.1749,21161,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,50515,663169.7255,3312.591802
173,111,2302,6111002302,3157746,16121,34.3139794,-119.280547,4934,1405,1.2192,4047,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,72807,4662721.528,17034.70652
174,111,2301,6111002301,600381,0,34.2905478,-119.2995884,1951,762,0.2318,8417,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,70313,881727.0802,5824.89241
175,111,5804,6111005804,4183931,0,34.1724294,-118.977988,4803,1598,1.6154,2973,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,196415,6127537.289,14943.05327
176,111,1510,6111001510,1472237,1388,34.2716419,-119.2011606,3253,1147,0.5684,5723,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,72764,2163145.72,6927.659174
177,111,5307,6111005307,2687662,0,34.2314005,-119.0079238,6287,2327,1.0377,6059,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,123750,3941649.013,8549.240074
178,111,1801,6111001801,2172054,0,34.2798973,-119.2288045,3921,1302,0.8386,4676,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,134196,3189114.17,8192.138235
179,111,3301,6111003301,787064,0,34.2137872,-119.1911259,2853,762,0.3039,9388,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,80455,1153800.351,4694.724672
180,111,5006,6111005006,2715080,0,34.2459353,-119.1548027,2912,811,1.0483,2778,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,88958,3983217.009,8640.206301
181,111,9400,6111009400,2509217,2158,34.2837188,-119.2043463,1765,733,0.9688,1822,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,97610,3687321.587,8163.202577
182,111,8501,6111008501,2477647,10600,34.2885019,-118.7332122,5102,1985,0.9566,5333,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,114348,3654058.121,9377.609523
183,111,1303,6111001303,2587306,166671,34.278272,-119.1543682,4934,1575,0.999,4939,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,102145,4043344.295,9496.419769
184,111,9500,6111009500,145439299,16701968,34.3623765,-119.3512684,3205,1388,56.1544,57,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,86540,238543358.1,94102.43243
185,111,9700,6111009700,2523675155,12368892,34.602043,-119.0197918,2938,882,974.3965,3,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,85147,3754171531,372618.193
186,111,5602,6111005602,101177085,0,34.1575595,-119.03913,5135,1866,39.0647,131,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,100288,148177183,80789.00086
187,111,1508,6111001508,1295476,0,34.2667412,-119.2234201,4685,1935,0.5002,9366,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,84534,1901495.817,6579.414345
188,111,1304,6111001304,853755,0,34.2795999,-119.1655535,2589,1075,0.3296,7855,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,104861,1253505.896,4871.44335
189,111,3102,6111003102,1078228,0,34.2133661,-119.1636554,3992,985,0.4163,9589,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,147936,1580624.632,5289.166691
190,111,9200,6111009200,2457061,12032,34.2284297,-119.172901,6424,1904,0.9487,6771,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,102123,3620765.94,11105.56399
191,111,3618,6111003618,3831746,4200091,34.0110019,-119.4256973,2283,1147,1.4794,1543,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,87829,11726880.96,39051.07053
192,111,8601,6111008601,659734,0,34.1947408,-119.1897312,4691,1216,0.2547,18418,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,117162,966709.513,5009.388144
193,111,3613,6111003613,976023,0,34.19392,-119.2145657,4835,1226,0.3768,12832,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,93478,1430144.768,4884.948548
194,111,3614,6111003614,1212585,0,34.1858045,-119.2147296,4109,1461,0.4682,8776,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,101188,1776434.046,5366.217676
195,111,3302,6111003302,1210139,0,34.2133746,-119.1824374,6074,1554,0.4672,13001,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,86653,1773998.978,5471.337732
196,111,5601,6111005601,2673600,0,34.2107165,-119.0229506,6381,2219,1.0323,6181,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,108989,3919115.352,8262.228144
197,111,8602,6111008602,709995,0,34.1930055,-119.1827568,2764,1043,0.2741,10084,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,62539,1040318.853,4684.28822
198,111,6101,6111006101,3147448,0,34.1979561,-118.91597,4012,1318,1.2152,3302,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,137917,4612332.171,17909.16123
199,111,6102,6111006102,7611665,0,34.1986115,-118.9349149,4417,1348,2.9389,1503,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,93750,11154407.22,16711.43329
200,111,5308,6111005308,3097963,0,34.2213174,-119.0154067,2882,1068,1.1961,2409,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,153750,4542298.54,12190.99015
201,111,9300,6111009300,152749013,248409,34.2976989,-119.0145578,6274,1828,58.9767,106,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,180357,224697835.1,85327.22996
202,111,5005,6111005005,1681891,0,34.2324626,-119.164162,4543,1105,0.6494,6996,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,71370,2466673.614,6205.774398
203,111,3616,6111003616,3112836,538418,34.1876521,-119.2298656,3833,1770,1.2019,3189,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,127857,5349284.996,10612.42677
204,111,3901,6111003901,609224,0,34.1826183,-119.1747494,3298,709,0.2352,14022,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,85521,892443.1552,4405.377039
205,85,506606,6085506606,1200215,0,37.2902558,-121.9687338,4900,1777,0.4634,10574,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,119604,1899652.591,5667.769899
206,53,14105,6053014105,5069338,0,36.6605315,-121.7650065,3564,1326,1.9573,1821,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,98359,7893015.472,14996.36727
207,85,504506,6085504506,1801461,0,37.4503166,-121.9162075,6858,2192,0.6955,9861,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,161900,2863373.695,7735.36819
208,85,504507,6085504507,1770770,0,37.4358428,-121.9128553,6336,1650,0.6837,9267,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,158250,2813520.611,7969.962084
209,85,506701,6085506701,1599574,0,37.2706528,-121.9793303,4400,1312,0.6176,7124,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,195972,2530444.575,6977.683307
210,53,10400,6053010400,2646281,0,36.764838,-121.7533738,6870,1531,1.0217,6724,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,90486,4131369.31,9761.062127
211,29,1201,6029001201,1089725,0,35.3874473,-118.9720353,2672,704,0.4207,6351,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,43705,1643216.843,5362.344916
212,29,1202,6029001202,1485487,0,35.377139,-118.9753831,6251,1769,0.5735,10900,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,35182,2239427.092,7501.936036
213,29,1500,6029001500,2352333,0,35.3722473,-118.9890643,2903,752,0.9082,3196,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,35735,3545806.704,10022.25498
214,95,250801,6095250801,38688892,58649088,38.1293945,-122.3302426,4764,1827,14.9379,319,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,108373,157479932.6,57385.84833
215,95,252915,6095252915,14623578,25247,38.3191257,-121.924618,6583,1928,5.6462,1166,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,173214,23836150.23,23610.8937
216,95,252314,6095252314,1791438,0,38.2770036,-122.0358467,4520,1424,0.6917,6535,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,96750,2911512.172,7793.782008
217,85,508203,6085508203,1563572,0,37.3451032,-122.0268266,5590,1745,0.6037,9260,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,2478349.358,7744.811317
218,29,1600,6029001600,3602906,0,35.3769582,-119.0153949,2335,1128,1.3911,1679,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,17298,5431496.57,11491.42432
219,13,308002,6013308002,3937717,0,37.9886857,-121.7667083,4637,1598,1.5204,3050,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,114118,6349758.738,11868.10426
220,85,506702,6085506702,1691753,0,37.2743294,-121.9625593,5698,1936,0.6532,8723,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,124167,2676524.119,7273.475171
221,53,12700,6053012700,1593842,552291,36.6020796,-121.8947009,3842,1927,0.6154,6243,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,88006,3336462.669,10229.64241
222,53,12800,6053012800,4301933,0,36.5895596,-121.9094933,4961,2318,1.661,2987,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,147353,6685915.132,11580.77607
223,85,506703,6085506703,1354461,0,37.2646993,-121.9669404,3915,1415,0.523,7486,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,177404,2142350.342,6874.000392
224,13,343002,6013343002,3368559,15373,37.903484,-122.0398813,4594,1757,1.3006,3532,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,160995,5444224.397,11827.00276
225,13,348000,6013348000,10912146,0,37.9036791,-122.1326937,4795,1549,4.2132,1138,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,17556047.53,38361.31079
226,13,352101,6013352101,11805811,22901,37.8450705,-122.095332,3572,892,4.5582,784,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,19000975.25,23603.89434
227,13,359202,6013359202,9690725,0,37.9831992,-122.2501115,6703,2391,3.7416,1791,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,134306,15624441.09,25349.17428
228,85,504805,6085504805,1432608,0,37.4031701,-122.0033067,7647,3190,0.5531,13826,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,147851,2274250.451,7366.637895
229,103,1101,6103001101,163362307,356465,39.8852079,-122.2174576,1751,688,63.0745,28,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,64668,278379298.2,81960.19321
230,103,701,6103000701,3921964,0,40.1660053,-122.24581,4875,1778,1.5143,3219,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,47237,6723696.999,16209.44047
231,103,702,6103000702,9448192,0,40.1470223,-122.2416692,3370,1348,3.648,924,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,47582,16188704.14,23531.42447
232,103,202,6103000202,162035546,39632,40.3074315,-122.4035399,3800,1364,62.5623,61,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,55000,279101357,80176.48338
233,103,1102,6103001102,8043366,0,39.9151073,-122.1888989,5129,1708,3.1056,1652,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,47790,13688986.76,19525.01385
234,103,201,6103000201,86619150,1302037,40.3417933,-122.2430974,4425,1616,33.4438,132,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,96759,151445727.6,61801.36153
235,25,10102,6025010102,233852831,189009524,33.2254028,-115.6086847,5175,1543,90.2911,57,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,45801,605480833.3,118428.3888
236,25,10101,6025010101,379172003,954069,33.1874151,-115.462864,3335,92,146.3991,23,Data Not Available,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,0,544258192.3,141800.2704
237,25,12001,6025012001,533342,0,32.6687583,-115.4866991,4336,1095,0.2059,21059,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,37429,754752.6076,3469.186209
238,85,504806,6085504806,828222,0,37.3959386,-122.0017169,2748,825,0.3198,8593,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,140096,1314543.55,5207.728486
239,85,505007,6085505007,3048683,0,37.3851644,-121.948078,4191,982,1.1771,3560,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,155167,4837441.55,9033.141184
240,85,505203,6085505203,1435926,0,37.3467177,-121.9327888,5557,1384,0.5544,10023,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,118021,2276121.997,6978.405952
241,29,902,6029000902,1325575,0,35.4050165,-118.9631281,3039,1104,0.5118,5938,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,64940,1999726.037,6067.914814
242,29,6002,6029006002,6724488,17793,35.1129063,-118.5709793,3447,0,2.5963,1328,Data Not Available,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,0,10098784.81,16231.32123
243,37,310100,6037310100,13058477,58294,34.2073831,-118.3073649,5535,1908,5.0419,1098,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,169705,19226060.44,21176.46395
244,85,508204,6085508204,1019067,0,37.344548,-122.0178787,4839,1605,0.3935,12297,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,250001,1615253.174,5941.166246
245,85,508505,6085508505,1161285,0,37.3588628,-122.0097817,4893,2024,0.4484,10912,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,214583,1841371.921,6042.864993
246,43,200,6043000200,745970006,13592003,37.6729487,-120.1089266,2945,1423,288.0207,10,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,74788,1215077045,249101.9447
247,43,400,6043000400,1019187011,4453736,37.6979738,-119.5740176,2534,603,393.5103,6,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,53136,1638415513,268361.2457
248,57,1205,6057001205,59575396,271233,39.342348,-120.1090918,5037,1812,23.0022,219,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,139947,100199858,47378.04414
249,29,2820,6029002820,2683049,0,35.3180791,-119.1187516,7112,2029,1.0359,6866,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,117772,4038945.76,8014.629834
250,29,1700,6029001700,3615010,72401,35.3786716,-119.033399,4522,1970,1.3958,3240,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,79773,5559158.817,10684.74722
251,37,300200,6037300200,1943986,10136,34.2283768,-118.2386852,5550,1941,0.7506,7394,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,140417,2865626.338,8208.995546
252,37,300400,6037300400,2004011,4708,34.2284548,-118.2563999,5810,1833,0.7738,7508,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,130799,2945791.2,8802.266542
253,85,504802,6085504802,1830759,0,37.4003903,-121.9911751,4859,1675,0.7069,6874,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,128875,2906097.822,8062.822784
254,85,505301,6085505301,905198,0,37.3678315,-121.9845986,5118,2020,0.3495,14644,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,187759,1435654.023,6206.660774
255,85,505302,6085505302,1438914,0,37.3606844,-121.9724091,4796,1629,0.5556,8632,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,184125,2281695.808,7038.120357
256,85,505304,6085505304,1022409,0,37.3596272,-121.98154,3746,1136,0.3948,9488,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,216550,1621195.484,5953.913074
257,85,505305,6085505305,1528585,0,37.3590161,-121.990586,5531,2114,0.5902,9371,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,219000,2423781.752,6549.512558
258,85,505401,6085505401,1169115,0,37.3490022,-121.9872253,6681,2932,0.4514,14801,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,158350,1853305.791,5882.07355
259,37,300701,6037300701,13349197,59421,34.2038347,-118.2517672,5129,2095,5.1542,995,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,138631,19651506.47,23839.00733
260,37,300902,6037300902,4391843,7548,34.1545652,-118.2003124,2077,748,1.6957,1225,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,154722,6440339.187,13621.54439
261,85,505402,6085505402,1064750,0,37.3461125,-121.9734997,2942,1153,0.4111,7156,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,161845,1687729.108,5486.149801
262,13,384000,6013384000,1617970,0,37.9340884,-122.312203,4136,1727,0.6247,6621,N,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,180375,2605206.091,7974.627814
263,13,305000,6013305000,8106565,1667577,38.0158566,-121.8345617,7892,2385,3.13,2521,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,61069,15773041.77,22963.60731
264,29,1801,6029001801,2487330,0,35.3601532,-119.0495029,5755,1949,0.9604,5992,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,54657,3748184.885,7653.685541
265,29,1901,6029001901,1728800,0,35.3608268,-119.0347862,4046,1438,0.6675,6061,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,67758,2605183.112,6888.564601
266,29,1902,6029001902,1711055,0,35.3604639,-119.0241678,4362,1809,0.6606,6603,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,52873,2578424.392,6814.018566
267,29,2100,6029002100,1438067,0,35.3604083,-118.9985312,3179,1038,0.5552,5726,Y,U.S. Census Bureau,,2025/07/28 00:00:00+00,bpertl,2023,33281,2167049.486,6372.241523
